Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.08739908739908739;1;3
Wir haben in der Konferenz der Präsidenten eine ausführliche Debatte geführt . ;129 95 4 5 1123 5 3258 211 7450 619 2325 25;In the Conference of Presidents , we had an in-depth discussion . ;451 4 474 12 6761 20 318 442 13 5830 1442 26;We have the Presidents debate . ;40 113 4 6761 269 26;3.1023966639081877e-09;1;3
Nur Ihre Fraktion hat das vertreten , was Sie jetzt sagen . ;2329 1890 1011 120 15 1641 14 184 394 949 436 25;Your Group was alone in advocating what you are saying now . ;1951 234 834 1144 3 4427 467 448 41 3537 362 26;Only group represented ask up , there now say about . ;2199 596 4262 708 890 20 672 362 471 339 26;1.022111994160388e-07;1;5
Wir haben dann abgestimmt . ;129 95 569 6900 25;We then put it to a vote . ;40 330 348 86 37 35 1181 26;We have voted on . ;40 113 3242 82 26;0.0022477269923012583;1;3
Es gab eine Abstimmung zu diesem Punkt . ;416 3271 211 1190 28 137 1065 25;There was a vote on this matter . ;1363 834 35 1181 82 124 1077 26;It were a vote . ;27 114 35 1181 26;1.9686236651814064e-06;1;5
Das heißt , alle Fraktionen , mit Ausnahme der Fraktionslosen - aber die sind ja keine Fraktion - waren sich einig , nur Ihre Fraktion war der Meinung , so zu verfahren , wie Sie es hier vorgeschlagen haben . ;157 1819 14 706 2277 14 131 4723 5 0 625 383 16 87 529 80 1011 625 819 180 2930 14 8 1890 1011 818 5 1057 14 208 28 1032 14 420 394 27 531 382 95 25;This means that all the Groups with the exception of the non-attached Members - but , of course , they are not a Group - were in agreement only your Group thought that we should proceed as you have proposed here . ;162 11 31 223 4 6352 46 4 3952 12 4 21543 445 638 322 20 12 931 20 108 41 77 35 234 638 114 3 14 7 1234 234 865 31 318 33 4497 21 448 113 393 712 26;The you mean all except - but no group your group was the believe to you . ;226 448 2570 223 9425 638 322 740 596 1234 596 834 4 208 37 448 26;8.567984930494182e-32;1;3
Jetzt möchte ich zur Sache selbst etwas sagen . ;1338 108 210 222 1964 666 558 436 25;I should now like to comment on the issue itself . ;117 33 362 118 37 1487 82 4 216 884 26;Now would like I said . ;2537 427 118 117 532 26;2.2062626054994613e-05;1;5
Aber wir sind auch der Meinung , daß wir eine Debatte über diese Strategie der Kommission in einem geordneten Verfahren führen müssen , nicht nur aufgrund einer mündlichen Erklärung hier im Europäischen Parlament , sondern auch aufgrund eines Dokumentes , das in der Kommission beschlossen ist und dieses Programm für fünf Jahre beschreibt . ;1559 42 87 188 5 1057 14 30 42 211 619 153 127 2983 5 219 4 48 0 1319 269 317 14 315 8 1075 456 6455 896 531 73 62 63 14 326 188 1075 11 0 14 15 4 5 219 431 7 20 207 158 32 384 385 13465 25;We believe , however , that the Commission s strategic plan needs to be debated within a proper procedural framework , not only on the basis of an oral statement here in the European Parliament , but also on the basis of a document which is adopted in the Commission and which describes this programme over the five-year period . ;40 208 20 693 20 31 4 227 24 1890 189 298 37 8 3866 561 35 1118 7751 562 20 77 7 82 4 264 12 13 5928 571 712 3 4 193 64 20 322 342 82 4 264 12 35 2178 15 28 1376 3 4 227 53 15 3402 124 163 96 4 1909 165 26;But we believe that we on this Commission strategy a procedures be not just here declaration the European Parliament but also the Commission is and for years five been . ;1846 318 208 31 318 82 124 227 1272 35 1907 8 77 340 712 6509 4 193 64 322 342 4 227 28 53 61 397 396 78 26;1.6897051340984761e-40;1;3
Ein solches Dokument gibt es nicht ! ;1 6537 2304 1385 27 315 58;There is no such document ! ;1363 28 740 972 2178 713;Such document not ! ;615 2178 77 713;2.9679488366530536e-05;1;1
Die Kommission wird das Programm für das Jahr 2000 im Februar vorlegen . ;37 219 139 15 158 32 15 105 1360 73 5150 2464 25;The Commission will present its programme for the year 2000 in February . ;226 227 125 153 170 163 61 4 1013 1340 3 2307 26;The Commission the for 2000 . ;226 227 4 61 1340 26;3.7605706209551254e-09;1;3
Wir haben dem zugestimmt . ;129 95 61 5500 25;We have agreed to this . ;40 113 2715 37 124 26;We have favour to . ;40 113 1015 37 26;0.0008095885456433492;1;2
Wir wollen ja an sich keinen Streit mit der Kommission , sondern wir sind der Meinung , wenn es eben geht , müssen Kommission und Parlament einen gemeinsamen Weg gehen . ;129 90 529 113 180 1174 2128 131 5 219 14 326 42 87 5 1057 14 278 27 1229 417 14 317 219 20 63 232 267 1037 692 25;After all , we do not wish to quarrel with the Commission if at all possible , we believe that the Commission and Parliament need to tread the same path . ;1629 223 20 318 580 77 92 37 22057 46 4 227 121 242 223 209 20 318 208 31 4 227 53 64 789 37 15435 4 962 4338 26;We want with the Commission but we the believe if the Commission and Parliament common . ;40 738 46 4 227 322 318 4 208 121 4 227 53 64 274 26;4.1425991489096226e-23;1;3
Aber wir als Parlament sind auch der Kontrolleur der Kommission . Und nicht alles , was von der Kommission kommt , muß unsere Meinung sein . ;1559 42 354 63 87 188 5 0 5 219 25 972 315 406 14 184 46 5 219 1078 14 334 151 1057 1035 25;However , we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission . ;843 20 318 3 64 342 113 35 5377 157 46 345 37 4 227 53 318 580 77 113 37 583 46 2046 15 1076 1073 12 4 227 26;But we Parliament are Commission . not the Commission our be . ;1846 318 64 41 227 26 77 4 227 154 8 26;9.742313518629623e-20;1;3
Deswegen ist es unsere Empfehlung - und mein Eindruck ist , daß die Kommission auch aufgeschlossen ist für diesen Gedanken - , daß wir im Februar die Debatte über das langfristige Programm der Kommission bis zum Jahre 2005 führen - ich hoffe , die Kommission wird sich bis dahin auch auf ein Programm verständigen , das sie uns vorschlagen wird - , und daß wir gleichzeitig im Februar auch die Debatte über das Legislativprogramm der Kommission für das Jahr 2000 führen . ;6163 7 27 151 2898 625 20 1459 2351 7 14 30 16 219 188 7070 7 32 313 1542 625 14 30 42 73 5150 16 619 153 15 6473 158 5 219 162 587 385 5081 269 625 210 1845 14 16 219 139 180 162 2763 188 9 67 158 12417 14 15 241 285 2206 139 625 14 20 30 42 593 73 5150 188 16 619 153 15 18291 5 219 32 15 105 1360 269 25;That is why we would recommend - and it is my impression that the Commission is also open to this idea - that we hold the debate on the Commission s long-term programme up to the year 2005 in February - and I hope that the Commission will agree on a programme before then which it will propose to us - and that , at the same time , in February we also hold the debate on the Commission s legislative programme for the year 2000 . ;1014 28 710 318 427 9246 638 53 86 28 844 2219 31 4 227 28 342 1068 37 124 2012 638 31 318 2926 4 269 82 4 227 24 2227 163 890 37 4 1013 4697 3 2307 638 53 117 136 31 4 227 125 583 82 35 163 101 330 15 86 125 2879 37 295 638 53 31 20 242 4 962 398 20 3 2307 318 342 2926 4 269 82 4 227 24 2171 163 61 4 1013 1340 26;That is why is and I impression is that the Commission open is for this - that we debate on the our programme Commission between now 2005 - I hope Commission will also will propose be and that we also the on Commission legislative programme for the 2000 . ;1014 28 710 28 53 117 2219 28 31 4 227 1068 28 61 124 638 31 318 269 82 4 154 163 227 201 362 4697 638 117 136 227 125 342 125 2879 8 53 31 318 342 4 82 227 2171 163 61 4 1340 26;2.8499403708099502e-61;1;3
Es ist also auch ein vernünftiger sachlicher Zusammenhang , der uns rät , die Debatte über beide Programme gemeinsam zu führen . ;416 7 720 188 67 6435 0 931 14 5 285 0 14 16 619 153 2769 1342 2731 28 269 25;The fact that the subjects are connected also suggests that we should hold the debate on both programmes together . ;226 531 31 4 994 41 4207 342 1189 31 318 33 2926 4 269 82 593 1325 991 26;It is therefore a sensible debate on programmes . ;27 28 29 35 1806 269 82 1325 26;1.9083607642006957e-17;1;3
Deswegen lehnt meine Fraktion den Vorschlag der Sozialistischen Fraktion entschieden ab ! ;6163 4833 836 1011 33 233 5 1561 1011 874 922 58;That is why my Group firmly rejects the proposal made by the Socialist Group . ;1014 28 710 844 234 2672 8108 4 240 228 10 4 1540 234 26;That is why my group Socialist Group . ;1014 28 710 844 596 1540 234 26;2.370806290110518e-09;1;1
( Beifall von der PPE-DE-Fraktion ) ;884 885 46 5 11305 886;( Applause from the PPE-DE Group ) ;900 901 186 4 3686 234 902;( Applause PPE-DE Group ) ;900 901 3686 234 902;0.005354173281176892;1;4
Ich schlage vor , daß wir über den Antrag der Sozialdemokratischen Fraktion , die Erklärung der Kommission über ihre strategischen Ziele wieder auf die Tagesordnung zu setzen , abstimmen . ;107 3973 96 14 30 42 153 33 1667 5 2120 1011 14 16 896 5 219 153 807 2068 1136 91 9 16 1002 28 339 14 4440 25;I propose that we vote on the request of the Group of the Party of European Socialists that the Commission statement on its strategic objectives should be reinstated . ;117 2879 31 318 1181 82 4 1833 12 4 234 12 4 827 12 193 4925 31 4 227 571 82 170 1890 1473 33 8 9237 26;I propose that we the Socialist request Group , Commission statement on strategic objectives vote . ;117 2879 31 318 4 1540 1833 234 20 227 571 82 1890 1473 1181 26;2.5406593838725397e-26;1;2
( Das Parlament lehnt den Antrag ab . ) Die Präsidentin . ;884 157 63 4833 33 1667 922 25 886 37 618 25;( Parliament rejected the request ) President . ;900 64 828 4 1833 902 58 26;Parliament rejected request . ) President . ;64 828 1833 26 902 58 26;0.00014572692428581801;1;1
Zum Mittwoch liegt mir noch ein weiterer Antrag betreffend die mündliche Anfrage über die Kapitalsteuer vor . ;1099 5936 644 940 613 67 3892 1667 1685 16 7057 2552 153 16 0 96 25;Still on the subject of Wednesday s sitting , I have another proposal regarding the oral question on capital tax . ;7414 82 4 2254 12 5460 24 698 20 117 113 1941 240 678 4 5928 213 82 652 601 26;Wednesday is a further request on oral question on . ;5460 28 35 2180 1833 82 5928 213 82 26;4.046586412950042e-13;1;6
Die PPE/DE-Fraktion beantragt , diesen Punkt von der Tagesordnung abzusetzen . ;37 0 6139 14 313 1065 46 5 1002 0 25;The PPE-DE Group is requesting that this item be taken off the agenda . ;226 3686 234 28 5396 31 124 3063 8 855 1005 4 1001 26;The packhorses this the agenda . ;226 11602 124 4 1001 26;1.071373316022639e-07;1;5
Möchte jemand den Antrag im Namen der Fraktion begründen ? ;0 2042 33 1667 73 1676 5 1011 1669 554;Is there a member who wishes to speak on behalf of this Group to propose this ? ;1638 672 35 4246 287 1639 37 1640 82 1641 12 124 234 37 2879 124 577;request on behalf group of this proposal ? ;1833 82 1641 596 12 124 240 577;1.4964052416447917e-09;1;2
Ich weiß nicht , ob diese Information richtig ist , aber wir als EVP-ED-Fraktion wären jedenfalls dankbar , wenn dieser Punkt abgesetzt würde , weil sich das Parlament nämlich schon mehrfach mit dieser Frage befaßt hat . ;107 753 315 14 1469 127 4743 1151 7 14 383 42 354 14895 1800 452 3350 14 278 82 1065 7124 594 14 469 180 15 63 681 2047 2442 131 82 202 297 120 25;I do not know whether this information is correct , but the PPE-DE Group would , in any case , be grateful if this item were removed because Parliament has addressed this issue several times already . ;117 580 77 335 1142 124 204 28 1482 20 322 4 3686 234 427 20 3 452 922 20 8 3101 121 124 3063 114 6060 481 64 76 3573 124 216 182 1646 271 26;Indeed I know not whether this is but we Group European People Democrats grateful if this point because Parliament . ;1485 117 335 77 1142 124 28 322 318 234 193 3418 787 3101 121 124 1089 481 64 26;9.17443350275096e-24;1;3
Es gibt auch Beschlüsse gegen eine solche Steuer . ;416 1385 188 363 280 211 866 586 25;Decisions have also been adopted against a tax of this kind . ;14388 113 342 78 1376 177 35 601 12 124 2563 26;It are also things for such tax . ;27 41 342 1103 61 972 601 26;6.33119303707054e-07;1;1
Vielen Dank , Herr Poettering . ;924 925 14 53 848 25;Thank you , Mr Poettering . ;447 448 20 47 867 26;Thank you Mr Poettering . ;447 448 47 867 26;0.0013996536382413199;1;5
Wir kommen nun zu Herrn Wurtz , der gegen den Antrag spricht . ;129 1374 349 28 143 1652 14 5 280 33 1667 2694 25;We shall now hear Mr Wurtz speaking against this request . ;40 331 362 2728 47 1622 1645 177 124 1833 26;We shall Mr Wurtz , of the the request talks about of . ;40 331 47 1622 20 12 4 4 1833 2833 339 12 26;1.2754132067251834e-08;1;3
Frau Präsidentin , ich möchte zunächst darauf hinweisen , daß das , was Herr Poettering da sagt , nicht ganz logisch ist . ;617 618 14 210 108 2093 561 1249 14 30 15 14 184 53 848 104 4421 14 315 109 6445 7 25;Madam President , I would firstly like to point out Mr Poettering s lack of logic . ;635 58 20 117 427 1399 118 37 1089 1073 47 867 24 2520 12 2718 26;Madam President I would like first point out that the Mr Poettering says not is . ;635 58 117 427 118 457 1089 1073 31 4 47 867 6551 77 28 26;2.9727890530089125e-14;1;3
Zum einen belehrt er die Sozialdemokratische Fraktion , weil diese eine ganz klare und eindeutige Entscheidung der Konferenz der Präsidenten in Frage stellt . Und nun tut er genau dasselbe . ;1099 232 0 700 16 17880 1011 14 469 127 211 109 3076 20 2264 809 5 1123 5 3258 4 202 2762 25 972 349 7512 700 3585 4049 25;He has just been preaching to the Group of the Party of European Socialists because they went back on a decision taken in a perfectly clear manner at the Conference of Presidents , and now he is doing just the same . ;703 76 340 78 0 37 4 234 12 4 827 12 193 4925 481 108 3731 424 82 35 49 855 3 35 1518 72 3188 242 4 474 12 6761 20 53 362 711 28 951 340 4 962 26;Socialist Group because very clear and clear decision Presidents in . now exactly the same . ;1540 234 481 372 72 53 72 49 6761 3 26 362 1140 4 962 26;3.493750079114403e-23;1;4
Wir haben diskutiert , wir waren uns einig , nur die EVP-Fraktion und die Liberalen nicht . ;129 95 933 14 42 819 285 2930 14 8 16 7303 20 16 1592 315 25;We discussed that matter and we were unanimous , with the exception of the PPE and ELDR Groups . ;40 945 31 1077 53 318 114 5978 20 46 4 3952 12 4 6514 53 5924 6352 26;We have discussed we agree the Group European People s Party ( Christian Democrats ) and Liberals something . ;40 113 945 318 583 4 234 193 3418 24 827 900 888 787 902 53 5896 2472 26;8.595985984330171e-10;1;5
Und ich hatte noch darauf hingewiesen , die anderen Präsidentenkollegen werden sich noch daran erinnern , daß es nicht darum geht , ob man für oder gegen die Tobin-Steuer ist , sondern darum , ob wir bereit sind , uns anzuhören , was die Kommission und der Rat davon halten . ;972 210 2441 613 561 1651 14 16 1242 0 115 180 613 941 888 14 30 27 315 419 417 14 1469 201 32 69 280 16 13189 7 14 326 419 14 1469 42 2519 87 14 285 11607 14 184 16 219 20 5 377 921 41 25;As my fellow chairmen will recall , I even mentioned that it was not a matter of knowing whether one was for or against the Tobin tax , but of whether one dared to hear what the Commission and the Council thought of it . ;292 844 1960 6277 125 904 20 117 976 546 31 86 834 77 35 1077 12 13031 1142 413 834 61 66 177 4 625 601 20 322 12 1142 413 18280 37 2728 467 4 227 53 4 143 865 12 86 26;was And I remind that not whether against Tobin tax but whether we , representatives us the Commission and Council of . ;834 1393 117 1882 31 77 1142 177 625 601 322 1142 318 20 802 295 4 227 53 143 12 26;9.151227707108884e-36;1;3
Wir stimmen jetzt über den Antrag der PPE/DE-Fraktion ab , die mündliche Anfrage über die Kapitalsteuer von der Tagesordnung abzusetzen . ;129 2276 949 153 33 1667 5 0 922 14 16 7057 2552 153 16 0 46 5 1002 0 25;We shall proceed to vote on the PPE-DE Group s request that the oral question regarding the capital tax be withdrawn from the agenda . ;40 331 4497 37 1181 82 4 3686 234 24 1833 31 4 5928 213 678 4 652 601 8 2411 186 4 1001 26;We now the request the oral question on of packhorses the agenda . ;40 362 4 1833 4 5928 213 82 12 11602 4 1001 26;6.040904706686093e-15;1;5
