Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.17638398115429918;1;1
Wir haben in der Konferenz der Präsidenten eine ausführliche Debatte geführt . ;129 95 4 5 1123 5 3258 211 7450 619 2325 25;In the Conference of Presidents , we had an in-depth discussion . ;451 4 474 12 6761 20 318 442 13 5830 1442 26;We have Presidents debate . ;40 113 6761 269 26;1.3740419783787354e-09;1;2
Nur Ihre Fraktion hat das vertreten , was Sie jetzt sagen . ;2329 1890 1011 120 15 1641 14 184 394 949 436 25;Your Group was alone in advocating what you are saying now . ;1951 234 834 1144 3 4427 467 448 41 3537 362 26;Only group your represented what you . ;2199 596 1234 4262 467 448 26;7.76708619539688e-08;1;5
Wir haben dann abgestimmt . ;129 95 569 6900 25;We then put it to a vote . ;40 330 348 86 37 35 1181 26;We have voted . ;40 113 3242 26;0.0024289165519166887;1;2
Jeder Vorsitzende bzw . jede Vorsitzende hat ja so viele Stimmen , wie die Fraktion Mitglieder hat . ;369 6713 2286 25 821 6713 120 529 208 341 8488 14 420 16 1011 1117 120 25;As you know , each chairman has the same number of votes as his Group has Members . ;292 448 335 20 950 1045 76 4 962 868 12 3240 21 706 234 76 445 26;Everyone or . every many the Members . ;3483 66 26 996 812 4 445 26;3.992683539611085e-14;1;5
Es gab eine Abstimmung zu diesem Punkt . ;416 3271 211 1190 28 137 1065 25;There was a vote on this matter . ;1363 834 35 1181 82 124 1077 26;It were a place this . ;27 114 35 856 124 26;7.913406480255281e-06;1;3
Diese Abstimmung ist meiner Erinnerung nach so ausgegangen 422 gegen 180 Stimmen bei einigen wenigen Enthaltungen . ;1365 1190 7 1712 1304 147 208 4821 0 280 16218 8488 228 534 3108 15356 25;As I recall , the outcome of this vote was 422 votes to 180 with a few abstentions . ;292 117 904 20 4 2111 12 124 1181 834 0 3240 37 17282 46 35 1730 19265 26;This vote is , against cast some Left/Nordic . ;162 1181 28 20 177 820 149 5024 26;7.284501243926583e-13;1;3
Das heißt , alle Fraktionen , mit Ausnahme der Fraktionslosen - aber die sind ja keine Fraktion - waren sich einig , nur Ihre Fraktion war der Meinung , so zu verfahren , wie Sie es hier vorgeschlagen haben . ;157 1819 14 706 2277 14 131 4723 5 0 625 383 16 87 529 80 1011 625 819 180 2930 14 8 1890 1011 818 5 1057 14 208 28 1032 14 420 394 27 531 382 95 25;This means that all the Groups with the exception of the non-attached Members - but , of course , they are not a Group - were in agreement only your Group thought that we should proceed as you have proposed here . ;162 11 31 223 4 6352 46 4 3952 12 4 21543 445 638 322 20 12 931 20 108 41 77 35 234 638 114 3 14 7 1234 234 865 31 318 33 4497 21 448 113 393 712 26;The means , , - , but no group were just your group was to proposed . ;226 11 20 20 638 20 322 740 596 114 340 1234 596 834 37 393 26;3.236149781085074e-30;1;4
Alle anderen waren anderer Meinung . ;2687 1242 819 856 1057 25;All of the others were of a different opinion . ;918 12 4 1500 114 12 35 932 492 26;All were believe . ;918 114 208 26;0.000523004704271658;1;3
Das war der Beschluß . ;157 818 5 45 25;That was the decision . ;1014 834 4 49 26;The was ;226 834;0.003890850821321099;3;3
Jetzt möchte ich zur Sache selbst etwas sagen . ;1338 108 210 222 1964 666 558 436 25;I should now like to comment on the issue itself . ;117 33 362 118 37 1487 82 4 216 884 26;Now would like I said . ;2537 427 118 117 532 26;3.379906710385962e-07;1;5
Aber wir sind auch der Meinung , daß wir eine Debatte über diese Strategie der Kommission in einem geordneten Verfahren führen müssen , nicht nur aufgrund einer mündlichen Erklärung hier im Europäischen Parlament , sondern auch aufgrund eines Dokumentes , das in der Kommission beschlossen ist und dieses Programm für fünf Jahre beschreibt . ;1559 42 87 188 5 1057 14 30 42 211 619 153 127 2983 5 219 4 48 0 1319 269 317 14 315 8 1075 456 6455 896 531 73 62 63 14 326 188 1075 11 0 14 15 4 5 219 431 7 20 207 158 32 384 385 13465 25;We believe , however , that the Commission s strategic plan needs to be debated within a proper procedural framework , not only on the basis of an oral statement here in the European Parliament , but also on the basis of a document which is adopted in the Commission and which describes this programme over the five-year period . ;40 208 20 693 20 31 4 227 24 1890 189 298 37 8 3866 561 35 1118 7751 562 20 77 7 82 4 264 12 13 5928 571 712 3 4 193 64 20 322 342 82 4 264 12 35 2178 15 28 1376 3 4 227 53 15 3402 124 163 96 4 1909 165 26;But we are also the that we a debate on this strategy Commission in a procedures not only because a statement the European Parliament but also because a in decided and for years . ;1846 318 41 342 4 31 318 35 269 82 124 1272 227 3 35 1907 77 7 481 35 571 4 193 64 322 342 481 35 3 982 53 61 397 26;3.255234532568663e-41;1;3
Ein solches Dokument gibt es nicht ! ;1 6537 2304 1385 27 315 58;There is no such document ! ;1363 28 740 972 2178 713;Such document not ! ;615 2178 77 713;4.6902054276363425e-05;1;3
Die Kommission wird das Programm für das Jahr 2000 im Februar vorlegen . ;37 219 139 15 158 32 15 105 1360 73 5150 2464 25;The Commission will present its programme for the year 2000 in February . ;226 227 125 153 170 163 61 4 1013 1340 3 2307 26;The Commission the for the 2000 . ;226 227 4 61 4 1340 26;6.374157745198678e-09;1;3
Wir haben dem zugestimmt . ;129 95 61 5500 25;We have agreed to this . ;40 113 2715 37 124 26;We have agreed . ;40 113 2715 26;0.0012576330997539538;1;3
Wir wollen ja an sich keinen Streit mit der Kommission , sondern wir sind der Meinung , wenn es eben geht , müssen Kommission und Parlament einen gemeinsamen Weg gehen . ;129 90 529 113 180 1174 2128 131 5 219 14 326 42 87 5 1057 14 278 27 1229 417 14 317 219 20 63 232 267 1037 692 25;After all , we do not wish to quarrel with the Commission if at all possible , we believe that the Commission and Parliament need to tread the same path . ;1629 223 20 318 580 77 92 37 22057 46 4 227 121 242 223 209 20 318 208 31 4 227 53 64 789 37 15435 4 962 4338 26;We want so no dispute with but we are believe if the Commission and Parliament single way . ;40 738 1097 740 7461 46 322 318 41 208 121 4 227 53 64 1693 486 26;5.326251935466888e-20;1;4
Aber wir als Parlament sind auch der Kontrolleur der Kommission . Und nicht alles , was von der Kommission kommt , muß unsere Meinung sein . ;1559 42 354 63 87 188 5 0 5 219 25 972 315 406 14 184 46 5 219 1078 14 334 151 1057 1035 25;However , we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission . ;843 20 318 3 64 342 113 35 5377 157 46 345 37 4 227 53 318 580 77 113 37 583 46 2046 15 1076 1073 12 4 227 26;what our opinion be . ;467 154 492 8 26;1.0258033532109067e-17;1;3
Ich möchte , daß wir uns auf eine Debatte über das Fünfjahresprogramm in den Fraktionen vernünftig vorbereiten können . ;107 108 14 30 42 285 9 211 619 153 15 0 4 33 2277 2697 9202 311 25;I should like us to be able to do a reasonable amount of preparation for the debate on the five-year programme in our Groups . ;117 33 118 295 37 8 79 37 580 35 2509 169 12 4942 61 4 269 82 4 1909 163 3 154 6352 26;I would like that we debate on the in sensible . ;117 427 118 31 318 269 82 4 3 1806 26;5.745117372107736e-14;1;3
Deswegen ist es unsere Empfehlung - und mein Eindruck ist , daß die Kommission auch aufgeschlossen ist für diesen Gedanken - , daß wir im Februar die Debatte über das langfristige Programm der Kommission bis zum Jahre 2005 führen - ich hoffe , die Kommission wird sich bis dahin auch auf ein Programm verständigen , das sie uns vorschlagen wird - , und daß wir gleichzeitig im Februar auch die Debatte über das Legislativprogramm der Kommission für das Jahr 2000 führen . ;6163 7 27 151 2898 625 20 1459 2351 7 14 30 16 219 188 7070 7 32 313 1542 625 14 30 42 73 5150 16 619 153 15 6473 158 5 219 162 587 385 5081 269 625 210 1845 14 16 219 139 180 162 2763 188 9 67 158 12417 14 15 241 285 2206 139 625 14 20 30 42 593 73 5150 188 16 619 153 15 18291 5 219 32 15 105 1360 269 25;That is why we would recommend - and it is my impression that the Commission is also open to this idea - that we hold the debate on the Commission s long-term programme up to the year 2005 in February - and I hope that the Commission will agree on a programme before then which it will propose to us - and that , at the same time , in February we also hold the debate on the Commission s legislative programme for the year 2000 . ;1014 28 710 318 427 9246 638 53 86 28 844 2219 31 4 227 28 342 1068 37 124 2012 638 31 318 2926 4 269 82 4 227 24 2227 163 890 37 4 1013 4697 3 2307 638 53 117 136 31 4 227 125 583 82 35 163 101 330 15 86 125 2879 37 295 638 53 31 20 242 4 962 398 20 3 2307 318 342 2926 4 269 82 4 227 24 2171 163 61 4 1013 1340 26;That is why is recommendation - and my impression is that the Commission open is to that that we debate on the long-term Commission - I hope , Commission a programme - , and we at same time debate on the Commission for the 2000 . ;1014 28 710 28 3798 638 53 844 2219 28 31 4 227 1068 28 37 31 31 318 269 82 4 2227 227 638 117 136 20 227 35 163 638 20 53 318 242 962 398 269 82 4 227 61 4 1340 26;1.3733930492594682e-60;1;5
Es ist also auch ein vernünftiger sachlicher Zusammenhang , der uns rät , die Debatte über beide Programme gemeinsam zu führen . ;416 7 720 188 67 6435 0 931 14 5 285 0 14 16 619 153 2769 1342 2731 28 269 25;The fact that the subjects are connected also suggests that we should hold the debate on both programmes together . ;226 531 31 4 994 41 4207 342 1189 31 318 33 2926 4 269 82 593 1325 991 26;It is therefore a sensible link , the debate on . ;27 28 29 35 1806 1206 20 4 269 82 26;7.827836018458778e-18;1;3
Deswegen lehnt meine Fraktion den Vorschlag der Sozialistischen Fraktion entschieden ab ! ;6163 4833 836 1011 33 233 5 1561 1011 874 922 58;That is why my Group firmly rejects the proposal made by the Socialist Group . ;1014 28 710 844 234 2672 8108 4 240 228 10 4 1540 234 26;That is why group my proposal Socialist Group firmly . ;1014 28 710 596 844 240 1540 234 2672 26;1.3280435146015394e-09;1;1
( Beifall von der PPE-DE-Fraktion ) ;884 885 46 5 11305 886;( Applause from the PPE-DE Group ) ;900 901 186 4 3686 234 902;( Applause from the specific the PPE-DE Group ) ;900 901 186 4 428 4 3686 234 902;0.12901876384218744;1;1
Ich schlage vor , daß wir über den Antrag der Sozialdemokratischen Fraktion , die Erklärung der Kommission über ihre strategischen Ziele wieder auf die Tagesordnung zu setzen , abstimmen . ;107 3973 96 14 30 42 153 33 1667 5 2120 1011 14 16 896 5 219 153 807 2068 1136 91 9 16 1002 28 339 14 4440 25;I propose that we vote on the request of the Group of the Party of European Socialists that the Commission statement on its strategic objectives should be reinstated . ;117 2879 31 318 1181 82 4 1833 12 4 234 12 4 827 12 193 4925 31 4 227 571 82 170 1890 1473 33 8 9237 26;I propose that we request Group Commission on their strategic objectives the agenda . ;117 2879 31 318 1833 234 227 82 111 1890 1473 4 1001 26;1.1499957096100568e-23;1;3
( Das Parlament lehnt den Antrag ab . ) Die Präsidentin . ;884 157 63 4833 33 1667 922 25 886 37 618 25;( Parliament rejected the request ) President . ;900 64 828 4 1833 902 58 26;Madam President . ;635 58 26;6.503015844467183e-05;1;1
Zum Mittwoch liegt mir noch ein weiterer Antrag betreffend die mündliche Anfrage über die Kapitalsteuer vor . ;1099 5936 644 940 613 67 3892 1667 1685 16 7057 2552 153 16 0 96 25;Still on the subject of Wednesday s sitting , I have another proposal regarding the oral question on capital tax . ;7414 82 4 2254 12 5460 24 698 20 117 113 1941 240 678 4 5928 213 82 652 601 26;Wednesday is a further request for concerning oral question on . ;5460 28 35 2180 1833 61 156 5928 213 82 26;2.3012972476129687e-12;1;4
Die PPE/DE-Fraktion beantragt , diesen Punkt von der Tagesordnung abzusetzen . ;37 0 6139 14 313 1065 46 5 1002 0 25;The PPE-DE Group is requesting that this item be taken off the agenda . ;226 3686 234 28 5396 31 124 3063 8 855 1005 4 1001 26;The , of item . ;226 20 12 3063 26;1.2496356775341225e-07;1;6
Möchte jemand den Antrag im Namen der Fraktion begründen ? ;0 2042 33 1667 73 1676 5 1011 1669 554;Is there a member who wishes to speak on behalf of this Group to propose this ? ;1638 672 35 4246 287 1639 37 1640 82 1641 12 124 234 37 2879 124 577;request group of this proposal ? ;1833 596 12 124 240 577;7.718221276445197e-07;1;2
Frau Präsidentin , da ich bei den Sozialisten ein bißchen Gelächter höre - mir wurde gesagt , daß auch weite Kreise der Sozialistischen Fraktion diesen Tagesordnungspunkt gern abgesetzt haben wollen , weil bei der Abstimmung in der Konferenz der Präsidenten das Votum der Arbeitsgruppe der zuständigen Kolleginnen und Kollegen der Sozialistischen Fraktion nicht vorlag . ;617 618 14 104 210 228 33 5342 67 1925 0 12831 625 940 412 511 14 30 188 13453 6294 5 1561 1011 313 12447 2385 7124 95 90 14 469 228 5 1190 4 5 1123 5 3258 15 5835 5 2725 5 3539 56 20 57 5 1561 1011 315 5600 25;Madam President , I can hear a ripple of laughter from the Socialists . I was told that large sections of the Socialist Group were also keen to have this item taken off the agenda , because at the vote in the Conference of Presidents no vote was received from the working group of Members of the Socialist Group responsible for this matter . ;635 58 20 117 6 2728 35 0 12 0 186 4 4925 26 117 834 293 31 1100 4098 12 4 1540 234 114 342 3949 37 113 124 3063 855 1005 4 1001 20 481 242 4 1181 3 4 474 12 6761 740 1181 834 1136 186 4 2225 596 12 445 12 4 1540 234 502 61 124 1077 26;Mrs President I am the Socialists bit a hear that have - committee to has been that Socialist Group item because in the conference Presidents vote and Socialist Group was . ;2185 58 117 681 4 4925 1844 35 2728 31 113 638 147 37 76 78 31 1540 234 3063 481 3 4 1114 6761 1181 53 1540 234 834 26;9.866437933357175e-48;1;3
Ich weiß nicht , ob diese Information richtig ist , aber wir als EVP-ED-Fraktion wären jedenfalls dankbar , wenn dieser Punkt abgesetzt würde , weil sich das Parlament nämlich schon mehrfach mit dieser Frage befaßt hat . ;107 753 315 14 1469 127 4743 1151 7 14 383 42 354 14895 1800 452 3350 14 278 82 1065 7124 594 14 469 180 15 63 681 2047 2442 131 82 202 297 120 25;I do not know whether this information is correct , but the PPE-DE Group would , in any case , be grateful if this item were removed because Parliament has addressed this issue several times already . ;117 580 77 335 1142 124 204 28 1482 20 322 4 3686 234 427 20 3 452 922 20 8 3101 121 124 3063 114 6060 481 64 76 3573 124 216 182 1646 271 26;I know not whether this but we Group European People Democrats would events , this because parliaments that is with . ;117 335 77 1142 124 322 318 234 193 3418 787 427 4177 20 124 481 317 31 28 46 26;1.502524966839245e-22;1;3
Es gibt auch Beschlüsse gegen eine solche Steuer . ;416 1385 188 363 280 211 866 586 25;Decisions have also been adopted against a tax of this kind . ;14388 113 342 78 1376 177 35 601 12 124 2563 26;It are also against a tax . ;27 41 342 177 35 601 26;1.5763138648598646e-07;1;3
Vielen Dank , Herr Poettering . ;924 925 14 53 848 25;Thank you , Mr Poettering . ;447 448 20 47 867 26;Thank you , Mr . ;447 448 20 47 26;0.004555700812922681;1;2
Wir kommen nun zu Herrn Wurtz , der gegen den Antrag spricht . ;129 1374 349 28 143 1652 14 5 280 33 1667 2694 25;We shall now hear Mr Wurtz speaking against this request . ;40 331 362 2728 47 1622 1645 177 124 1833 26;We shall now Mr Wurtz , the the request . ;40 331 362 47 1622 20 4 4 1833 26;2.821735907871069e-09;1;3
Frau Präsidentin , ich möchte zunächst darauf hinweisen , daß das , was Herr Poettering da sagt , nicht ganz logisch ist . ;617 618 14 210 108 2093 561 1249 14 30 15 14 184 53 848 104 4421 14 315 109 6445 7 25;Madam President , I would firstly like to point out Mr Poettering s lack of logic . ;635 58 20 117 427 1399 118 37 1089 1073 47 867 24 2520 12 2718 26;Madam President , I first would like point out that the what Mr says not logical is . ;635 58 20 117 457 427 118 1089 1073 31 4 467 47 6551 77 4511 28 26;1.1834036566663324e-14;1;5
