Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.12152516522623286;1;2
Ich bedauere das , aber die Abstimmung ist durchgeführt worden , die Entscheidung ist gefallen , also lassen wir die Dinge . ;107 5834 15 14 383 16 1190 7 4568 432 14 16 809 7 574 14 720 680 42 16 1105 25;I regret this , but the vote has already been taken and the decision is made so let us leave the matter there . ;117 1620 124 20 322 4 1181 76 271 78 855 53 4 49 28 228 1097 1749 295 2835 4 1077 672 26;I regret but the vote is been implemented is let we . ;117 1620 322 4 1181 28 78 2109 28 1749 318 26;1.4056733925337068e-10;1;3
Das tut mir leid , Herr Hänsch und Herr Cox . ;157 7512 940 7886 14 53 5935 20 53 6450 25;I am terribly sorry , Mr Hänsch and Mr Cox . ;117 681 6794 2727 20 47 5459 53 47 5922 26;This am sorry Mr Hänsch and Mr Cox . ;162 681 2727 47 5459 53 47 5922 26;0.00039129446252207434;1;5
Ich hatte nicht gesehen , daß Sie ums Wort gebeten hatten . ;107 2441 315 1618 14 30 394 8849 1500 4016 140 25;I did not see you asking to speak . ;117 823 77 1351 448 963 37 1640 26;I had not that you . ;117 442 77 31 448 26;5.243460777470511e-05;1;2
Doch die Positionen sind deutlich geworden und werden ins Protokoll aufgenommen . ;1072 16 8093 87 2339 4323 20 115 1392 899 1331 25;Even so , I think the positions are quite clear and they shall be entered in the Minutes . ;1342 1097 20 117 377 4 1317 41 120 72 53 108 331 8 5180 3 4 1843 26;But the are and will Minutes . ;1846 4 41 53 125 1843 26;3.3001081607029856e-06;1;1
Wenn wir morgen das Protokoll der Sitzung von heute verabschieden , können die Kolleginnen und Kollegen , die der Auffassung sind , daß die Positionen nicht ausreichend klar geworden sind , Änderungen beantragen . ;112 42 530 15 899 5 1634 46 64 5156 14 311 16 56 20 57 14 16 5 1042 87 14 30 16 8093 315 4169 110 4323 87 14 1328 4460 25;When we adopt the Minutes for today s sitting tomorrow , then any Members who think the positions have not been explained clearly enough may ask for amendments . ;660 318 1457 4 1843 61 815 24 698 1182 20 330 452 445 287 377 4 1317 113 77 78 5110 1024 2917 319 708 61 1302 26;If we sitting tomorrow protocol today not enough have been is clear can and for change . ;324 318 698 1182 3923 815 77 2917 113 78 28 72 6 53 61 140 26;1.2036266070784182e-17;1;3
Ich halte dieses Vorgehen für angemessen . ;107 1115 207 552 32 3735 25;This seems to me to be a workable solution . ;162 602 37 766 37 8 35 14014 212 26;I think progress this . ;117 377 81 124 26;0.01070301500084158;1;2
Herr Cox , Herr Hänsch , sind Sie damit einverstanden ? ;53 6450 14 53 5935 14 87 394 1232 1196 554;Mr Cox , Mr Hänsch , would this be acceptable to you ? ;47 5922 20 47 5459 20 427 124 8 2202 37 448 577;Mr Cox , Mr Hänsch , you agreed ? ;47 5922 20 47 5459 20 448 2715 577;1.0747043189943994e-05;1;3
Wenn Sie festlegen , daß ich keine Erklärung zur Abstimmung abgeben kann , akzeptiere ich das , wenngleich unter Vorbehalt . ;112 394 978 14 30 210 80 896 222 1190 6960 371 14 12690 210 15 14 1055 92 13685 25;If your ruling is that I cannot give an explanation of vote , I accept that but with reservations . ;324 1234 6160 28 31 117 684 477 13 2729 12 1181 20 117 1608 31 322 46 9957 26;If you no make a stipulate declaration vote I accept the although . ;324 448 740 119 35 8956 6509 1181 117 1608 4 671 26;1.1110331401013312e-11;1;1
Ich bitte Sie um Zustimmung . ;107 578 394 390 1001 25;I would urge you to endorse this . ;117 427 4164 448 37 1187 124 26;I ask with quarters . ;117 708 46 10242 26;0.0002485644120101358;1;2
Die monatelange Renovierung hat diesen wichtigen Verkehrsweg zwischen dem Norden und dem Süden Europas abgeschnitten . ;37 0 0 120 313 195 0 192 61 9412 20 61 2338 126 0 25;The renovation project , which lasted for months , cut off this important route between the north and south of Europe . ;226 14910 2643 20 15 20981 61 995 20 750 1005 124 183 3860 201 4 5243 53 2206 12 135 26;The Europe s this important between northern and south . ;226 135 24 124 183 201 5120 53 2206 26;4.181084910299693e-10;1;4
Wir müssen auch konsequent darauf achten , daß unsere Vorgaben fristgerecht durch die Mitgliedstaaten umgesetzt werden , und noch wichtiger , wir müssen darauf achten , daß sie anschließend auch angewendet werden . ;129 317 188 2670 561 754 14 30 151 7291 0 189 16 193 2225 115 14 20 613 178 14 42 317 561 754 14 30 241 5973 188 904 115 25;We also need to follow this up and make sure that our rules are transposed by the Member States in good time and - even more importantly - we need to ensure that they are also applied afterwards . ;40 342 789 37 2792 124 890 53 119 999 31 154 1905 41 7718 10 4 202 75 3 30 398 53 638 976 65 2734 638 318 789 37 770 31 108 41 342 2799 6626 26;We must that our to and by Member States more important we must that . ;40 347 31 154 37 53 10 202 75 65 183 318 347 31 26;3.474108467074402e-16;1;2
Bitte nicht noch einen weiteren Bereich , in dem wir dann anschließend das Vollzugsdefizit beklagen müssen . ;3216 315 613 232 2043 155 14 4 61 42 569 5973 15 0 3075 317 25;Please let this not be yet another sector where we subsequently have to lament the lack of enforcement . ;6357 1749 124 77 8 418 1941 692 1042 318 3737 113 37 7787 4 2520 12 9024 26;Please not a more area we then then must complain this . ;6357 77 35 65 160 318 330 330 347 7384 124 26;2.0608951890412415e-09;1;4
Frau Präsidentin , zunächst möchte ich Herrn Koch für seinen Bericht danken , der die Verkehrssicherheit zum Thema hat . ;617 618 14 2093 108 210 143 0 32 197 1506 448 14 5 16 4448 587 414 120 25;Madam President , first of all I should like to thank Mr Koch for his report which has , at its heart , the issue of transport safety . ;635 58 20 457 12 223 117 33 118 37 449 47 0 61 706 1132 15 76 20 242 170 6603 20 4 216 12 975 360 26;I Madam President first of all would like thank Mr for his report the road safety . ;117 635 58 457 12 223 427 118 449 47 61 706 1132 4 1223 360 26;1.432333173392573e-09;1;3
Ich beglückwünsche ihn zu seinem ausgezeichneten Bericht . ;107 6687 2384 28 1161 6210 1506 25;I congratulate him on his excellent report . ;117 1335 2247 82 706 2308 1132 26;I congratulate ;117 1335;0.00014371479848306992;3;2
Meine Fraktion wird den Gemeinsamen Standpunkt daher unterstützen und begrüßt die baldige Umsetzung der Regelung , die ein weiteres Instrument im Kampf um die maximale Erhöhung der Verkehrssicherheit in der EU darstellen wird . ;1741 1011 139 33 1402 1111 1138 765 20 6261 16 11725 52 5 1398 14 16 67 5110 1896 73 2925 390 16 11082 5525 5 4448 4 5 31 1718 139 25;My Group will therefore support the common position and looks forward to the enactment of the legislation which will provide us with yet another tool in our fight to make transport in the European Union as safe as possible . ;1933 234 125 29 133 4 274 707 53 9204 1885 37 4 18250 12 4 279 15 125 1692 295 46 418 1941 2590 3 154 176 37 119 975 3 4 193 276 21 759 21 209 26;My group support common position and welcomes implementation of system a another instrument in the fight traffic safety maximum in the EU . ;1933 596 133 274 707 53 2776 171 12 848 35 1941 251 3 4 176 3539 360 6462 3 4 32 26;8.240179071367822e-19;1;2
Wie die jüngsten Ereignisse zeigen , gibt es in diesem Bereich noch sehr viel zu tun . ;282 16 8002 3869 3888 14 1385 27 4 137 155 613 510 303 28 800 25;We still have a lot of work to do in this area as recent events have proved . ;40 639 113 35 2414 12 231 37 580 3 124 160 21 2019 4177 113 5853 26;As the recent events and since this area much . ;292 4 2019 4177 53 107 124 160 781 26;5.580479918816621e-09;1;3
Frau Präsidentin , gestatten Sie mir einige Bemerkungen . ;617 618 14 6885 394 940 146 3775 25;Madam President , I would like to make a few comments . ;635 58 20 117 427 118 37 119 35 1730 1334 26;Madam President you ;635 58 448;4.4369171336089334e-05;2;1
Es geht um die Angleichung der Prüfungsvorschriften , eigentlich aber auch um Mindestnormen . ;416 417 390 16 1978 5 0 14 695 383 188 390 8422 25;We are concerned here with the harmonisation of examination requirements but also , in fact , with minimum requirements . ;40 41 42 712 46 4 4003 12 3201 1244 322 342 20 3 531 20 46 2732 1244 26;But It is standards harmonisation ;1846 27 28 273 4003;3.326975244285233e-08;2;1
In gewissem Sinne bedauere ich das . ;437 8327 472 5834 210 15 25;This is a pity , in a sense . ;162 28 35 4584 20 3 35 1166 26;In sense , a I regret . ;451 1166 20 35 117 1620 26;0.00023933192197104285;1;2
Kurzum , ein ernstes Problem . ;7071 14 67 2965 116 25;In short , the issue is an important one . ;451 906 20 4 216 28 13 183 413 26;In short , problem a serious . ;451 906 20 123 35 860 26;0.025815040985010553;1;1
Die Umsetzung ist gegenwärtig insbesondere in kleinen Betrieben mit Schwierigkeiten verbunden , denn sie können sich eine solche Stelle nicht leisten . ;37 52 7 980 185 4 1016 8616 131 1060 3981 14 568 241 311 180 211 866 4162 315 1961 25;There will be major problems with enforcing this rule at present , especially with smaller companies , as these cannot afford safety advisors . ;1363 125 8 1020 388 46 13718 124 3300 242 153 20 944 46 1874 1434 20 21 84 684 5469 360 25173 26;The particular strategy difficulty because can . ;226 438 1272 3865 481 6 26;2.7672755959824857e-13;1;3
Allerdings scheint das nicht machbar zu sein . ;1765 583 15 315 9848 28 1035 25;This , however , does not seem feasible . ;162 20 693 20 456 77 2632 3708 26;However , seems not be achievable . ;843 20 602 77 8 8015 26;0.0001962267059945787;1;2
Herr Präsident , Frau Kommissarin , liebe Kolleginnen und Kollegen ! Ich möchte zuerst dem Kollegen Koch zu seinen Berichten gratulieren , die vielleicht technische Berichte sind , aber für die Sicherheit von sehr großer Bedeutung sind . ;53 54 14 617 1349 14 1178 56 20 57 58 107 108 3260 61 57 0 28 197 5131 2383 14 16 1653 1637 5125 87 14 383 32 16 17 46 510 1292 1337 87 25;Mr President , Commissioner , I should first like to congratulate Mr Koch on his reports which , though technical , are nonetheless of very great significance for safety . ;47 58 20 1168 20 117 33 457 118 37 1335 47 0 82 706 4386 15 20 1263 1425 20 41 3692 12 372 320 3791 61 360 26;Mr President Commissioner , ladies and gentlemen I would like by its reports perhaps are technical reports but lot very safety important . ;47 58 1168 20 1169 53 1170 117 427 118 10 170 4386 704 41 1425 4386 322 2414 372 360 183 26;3.7020157794805076e-15;1;3
Ich möchte nur wenige Anmerkungen machen . ;107 108 8 2213 3930 397 25;I should like to make just a few comments . ;117 33 118 37 119 340 35 1730 1334 26;I would like few remarks the ;117 427 118 1730 2441 4;0.001998596022606933;2;3
Falls diese Art der Flexibilität zu ungenügenden Regelungen in einigen Ländern führen sollte , dann sollten wir eine weitere Harmonisierung vornehmen . ;1083 127 2121 5 4594 28 0 4182 4 534 727 269 694 14 569 1614 42 211 2483 4567 451 25;Should flexibility of this kind result in there being inadequate rules in some countries then we should work towards greater harmonisation . ;1892 1029 12 124 2563 1291 3 672 313 1102 1905 3 149 715 330 318 33 231 144 1034 4003 26;If regulations should kind flexibility in some countries we honestly should further make harmonisation . ;324 2385 33 2563 1029 3 149 715 318 9391 33 2180 119 4003 26;3.154622775567354e-13;1;3
Der dritte Punkt wurde auch schon erwähnt . ;376 4150 1065 412 188 2047 1722 25;My third point has also been mentioned already . ;1933 1508 1089 76 342 78 546 271 26;The third was also mentioned . ;226 1508 834 342 546 26;0.001870193528057204;1;3
Wir wollen die Wettbewerbsbedingungen nicht einseitig für einige Länder verschlechtern und für Länder wie Österreich oder andere Transitländer verbessern . ;129 90 16 8622 315 10477 32 146 1527 15097 20 32 1527 420 1084 69 825 0 513 25;We do not want to make the conditions of competition worse for some countries unilaterally and improve them for countries such as Austria or other transit countries . ;40 580 77 738 37 119 4 258 12 1876 2481 61 149 715 14823 53 533 161 61 715 972 21 858 66 731 5263 715 26;We want the level playing field and not for certain countries countries Austria or other . ;40 738 4 648 9390 1498 53 77 61 394 715 715 858 66 731 26;1.4620683832444834e-12;1;3
Aber ich glaube , daß wir alles unternehmen sollten , um den Transport gefährlicher Güter so gering wie möglich zu halten , und zwar in allen Ländern , ob Transitländer oder nicht . ;1559 210 209 14 30 42 406 559 1614 14 390 33 8757 1413 6171 208 6516 420 13 28 41 14 20 843 4 216 727 14 1469 0 69 315 25;But I believe that we should do all we can to keep the transport of dangerous goods to a minimum , in all countries , whether they are transit countries or not . ;1846 117 208 31 318 33 580 223 318 6 37 1585 4 975 12 1453 3921 37 35 2732 20 3 223 715 20 1142 108 41 5263 715 66 77 26;But I believe that we should everything as make for of transportation of goods small as to and all countries whether or not . ;1846 117 208 31 318 33 2046 21 119 61 12 8034 12 3921 1021 21 37 53 223 715 1142 66 77 26;8.398106411897479e-16;1;4
Deshalb muß geprüft werden , wie die Anforderungen zur Gewährleistung eines Maximums an Sicherheit noch optimiert werden können . ;1010 334 6083 115 14 420 16 3162 222 3416 11 0 113 17 613 0 115 311 25;Therefore , we will have to see how the requirements guaranteeing the maximum degree of safety can be further improved . ;939 20 318 125 113 37 1351 431 4 1244 2691 4 6462 1864 12 360 6 8 2180 3174 26;therefore must examined the guarantee be satisfy safety requirements . ;29 347 4822 4 1400 8 6988 360 1244 26;4.791378761937119e-09;1;2
Abschließend möchte ich sagen , daß es um die Sicherheit bei allen Transportarten geht . ;1949 108 210 436 14 30 27 390 16 17 228 216 0 417 25;Finally , I would like to say that we have to consider safety in all types of transport . ;2428 20 117 427 118 37 471 31 318 113 37 109 360 3 223 6065 12 975 26;I Finally , would like that matter safety all . ;117 2428 20 427 118 31 1077 360 223 26;1.5676810606703956e-09;1;3
In dieser Woche werden wir hier aufgrund der Katastrophe der Erika eine Aussprache über die Sicherheit des Seeverkehrs führen , und wir müssen im Laufe dieses Jahres auch über die Sicherheitsziele im Luftverkehr diskutieren . ;437 82 1811 115 42 531 1075 5 2421 5 4158 211 262 153 16 17 50 9181 269 14 20 42 317 73 3732 207 1007 188 153 16 0 73 10593 739 25;This week we will be holding a debate here on the safety of sea transport , in light of the Erika disaster , and in the course of this year we will have to discuss our objectives in terms of the safety of air transport . ;162 1771 318 125 8 6463 35 269 712 82 4 360 12 499 975 20 3 2646 12 4 3875 3898 20 53 3 4 931 12 124 1013 318 125 113 37 739 154 1473 3 1854 12 4 360 12 2191 975 26;In this week because the disaster Erika maritime a debate on security and we must this year are discussing aviation . ;451 124 1771 481 4 3898 3875 1826 35 269 82 17 53 318 347 124 1013 41 5904 9047 26;2.5759444489715712e-17;1;3
Ich will zum Ausdruck bringen , daß die Sicherheit ein vorrangiges Ziel der Kommission ist . ;107 236 587 811 633 14 30 16 17 67 16616 1502 5 219 7 25;But I would like to say that safety is a priority objective for the Commission . ;1846 117 427 118 37 471 31 360 28 35 1824 392 61 4 227 26;I that the choose security priority objective of Commission . ;117 31 4 3484 17 1824 392 12 227 26;5.667469462755024e-07;1;3
Ich möchte nochmals allen Rednern und ganz besonders dem Berichterstatter , Herrn Koch , meinen Dank sagen . ;107 108 409 216 11115 20 109 525 61 1302 14 143 0 14 1321 925 436 25;I would like to repeat my appreciation to all the speakers and especially to the rapporteur , Mr Koch . ;117 427 118 37 966 844 11143 37 223 4 4941 53 944 37 4 1287 20 47 0 26;I would like is once again particularly all and the rapporteur Mr , thanking . ;117 427 118 28 73 1301 480 223 53 4 1287 47 20 4921 26;6.305541028962121e-10;1;3
