Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.2786046511627907;1;1
( Beifall von der PPE-DE-Fraktion ) ;884 885 46 5 11305 886;( Applause from the PPE-DE Group ) ;900 901 186 4 3686 234 902;( Applause from PPE-DE Group ) ;900 901 186 3686 234 902;0.017079143123643246;1;1
Ich schlage vor , daß wir über den Antrag der Sozialdemokratischen Fraktion , die Erklärung der Kommission über ihre strategischen Ziele wieder auf die Tagesordnung zu setzen , abstimmen . ;107 3973 96 14 30 42 153 33 1667 5 2120 1011 14 16 896 5 219 153 807 2068 1136 91 9 16 1002 28 339 14 4440 25;I propose that we vote on the request of the Group of the Party of European Socialists that the Commission statement on its strategic objectives should be reinstated . ;117 2879 31 318 1181 82 4 1833 12 4 234 12 4 827 12 193 4925 31 4 227 571 82 170 1890 1473 33 8 9237 26;I propose that we Socialist request Group Commission statement on their strategic objectives the agenda voting on . ;117 2879 31 318 1540 1833 234 227 571 82 111 1890 1473 4 1001 2267 82 26;5.623298625615594e-14;1;3
( Das Parlament lehnt den Antrag ab . ) Die Präsidentin . ;884 157 63 4833 33 1667 922 25 886 37 618 25;( Parliament rejected the request ) President . ;900 64 828 4 1833 902 58 26;( Parliament rejected request . ) President . ;900 64 828 1833 26 902 58 26;0.0005124110505200015;1;1
Die PPE/DE-Fraktion beantragt , diesen Punkt von der Tagesordnung abzusetzen . ;37 0 6139 14 313 1065 46 5 1002 0 25;The PPE-DE Group is requesting that this item be taken off the agenda . ;226 3686 234 28 5396 31 124 3063 8 855 1005 4 1001 26;The ;226;1.2650522230161487e-06;2;5
Möchte jemand den Antrag im Namen der Fraktion begründen ? ;0 2042 33 1667 73 1676 5 1011 1669 554;Is there a member who wishes to speak on behalf of this Group to propose this ? ;1638 672 35 4246 287 1639 37 1640 82 1641 12 124 234 37 2879 124 577;EXPLANATIONS someone who responsible for group who of ? ;12208 1942 287 502 61 596 287 12 577;1.2268077467250187e-10;1;1
Es gibt auch Beschlüsse gegen eine solche Steuer . ;416 1385 188 363 280 211 866 586 25;Decisions have also been adopted against a tax of this kind . ;14388 113 342 78 1376 177 35 601 12 124 2563 26;It are also such decisions against ;27 41 342 972 441 177;1.5158613389397262e-06;2;1
Vielen Dank , Herr Poettering . ;924 925 14 53 848 25;Thank you , Mr Poettering . ;447 448 20 47 867 26;Thank you , Mr Poettering . ;447 448 20 47 867 26;0.01823798189656848;1;1
Wir kommen nun zu Herrn Wurtz , der gegen den Antrag spricht . ;129 1374 349 28 143 1652 14 5 280 33 1667 2694 25;We shall now hear Mr Wurtz speaking against this request . ;40 331 362 2728 47 1622 1645 177 124 1833 26;We shall now Mr Wurtz , the is speaking against . ;40 331 362 47 1622 20 4 28 1645 177 26;1.554607453717222e-06;1;2
Frau Präsidentin , ich möchte zunächst darauf hinweisen , daß das , was Herr Poettering da sagt , nicht ganz logisch ist . ;617 618 14 210 108 2093 561 1249 14 30 15 14 184 53 848 104 4421 14 315 109 6445 7 25;Madam President , I would firstly like to point out Mr Poettering s lack of logic . ;635 58 20 117 427 1399 118 37 1089 1073 47 867 24 2520 12 2718 26;Madam President , I first would like point out that the what Mr Poettering says not logical . ;635 58 20 117 457 427 118 1089 1073 31 4 467 47 867 6551 77 4511 26;1.2600594077047896e-09;1;4
Wir haben diskutiert , wir waren uns einig , nur die EVP-Fraktion und die Liberalen nicht . ;129 95 933 14 42 819 285 2930 14 8 16 7303 20 16 1592 315 25;We discussed that matter and we were unanimous , with the exception of the PPE and ELDR Groups . ;40 945 31 1077 53 318 114 5978 20 46 4 3952 12 4 6514 53 5924 6352 26;We have discussed we agree just the PPE-DE Group and Liberals not . ;40 113 945 318 583 340 4 3686 234 53 5896 77 26;1.7793283953384996e-07;1;2
Das ist nicht zuviel verlangt . ;157 7 315 5782 6806 25;It is not a lot to ask . ;27 28 77 35 2414 37 708 26;The is not too much . ;226 28 77 404 781 26;0.005970212805676068;1;3
Wir stimmen jetzt über den Antrag der PPE/DE-Fraktion ab , die mündliche Anfrage über die Kapitalsteuer von der Tagesordnung abzusetzen . ;129 2276 949 153 33 1667 5 0 922 14 16 7057 2552 153 16 0 46 5 1002 0 25;We shall proceed to vote on the PPE-DE Group s request that the oral question regarding the capital tax be withdrawn from the agenda . ;40 331 4497 37 1181 82 4 3686 234 24 1833 31 4 5928 213 678 4 652 601 8 2411 186 4 1001 26;We now oral question request on item . ;40 362 5928 213 1833 82 3063 26;7.917857591658395e-12;1;5
Frau Präsidentin , ich möchte Herrn Poettering für das Rühren der Werbetrommel zugunsten dieser Aussprache danken . ;617 618 14 210 108 143 848 32 15 0 5 0 2664 82 262 448 25;Madam President , I would like to thank Mr Poettering for advertising this debate . ;635 58 20 117 427 118 37 449 47 867 61 6581 124 269 26;Madam President , I would like thank Mr Poettering for debate . ;635 58 20 117 427 118 449 47 867 61 269 26;7.3491478050080485e-09;1;2
Vielen Dank . ;924 925 25;Thank you very much . ;447 448 372 781 26;Thank you . ;447 448 26;0.339390741882256;1;2
Frau Präsidentin ! Ist meine Stimme mitgezählt worden ? ;617 618 58 1734 836 5403 0 432 554;Madam President , has my vote been counted ? ;635 58 20 76 844 1181 78 12396 577;Madam President , is my voice ? ;635 58 20 28 844 4997 577;0.0003536562080056328;1;2
Ich habe dafür gestimmt . ;107 284 938 2908 25;My vote was in favour . ;1933 1181 834 3 1015 26;I . ;117 26;0.01758711725215952;1;3
In der Tat , wenn man die beiden Mitglieder , die sich gemeldet haben hinzuzählt , dann ergibt sich als Ergebnis . . . ;437 5 88 14 278 201 16 1116 1117 14 16 180 4873 95 0 14 569 5162 180 354 1164 25 25 25;Indeed , if we add the two Members who have declared themselves , then the result of the vote would be . . . . ;1485 20 121 318 2310 4 386 445 287 113 6297 2941 20 330 4 1291 12 4 1181 427 8 26 26 26 26;In if two as . . . ;451 121 386 21 26 26 26;1.1199589129277635e-10;1;5
Frau Präsidentin ! Die Präsidentschaft hat das Ergebnis der Abstimmung verkündet . ;617 618 58 37 132 120 15 1164 5 1190 11608 25;Madam President , the Presidency has already declared the result of the vote . ;635 58 20 4 159 76 271 6297 4 1291 12 4 1181 26;Madam President , Presidency has the result of vote announced that . ;635 58 20 159 76 4 1291 12 1181 1033 31 26;0.00013186893422401346;1;2
Frau Präsidentin , bei der früheren Abstimmung zur Frage des Strategieplans der Kommission - keine Angst , ich werde mich an Ihre Entscheidung in dieser Sache halten - hatte ich darum gebeten , vor der Abstimmung im Namen meiner Fraktion sprechen zu dürfen . ;617 618 14 228 5 2713 1190 222 202 50 0 5 219 625 80 2092 14 210 1165 1290 113 1890 809 4 82 1964 41 625 2441 210 419 4016 14 96 5 1190 73 1676 1712 1011 1562 28 1282 25;Madam President , in the earlier vote - and I will abide by your ruling on this matter - on the question of the strategic plan of the Commission I indicated that I would like to speak in advance of the vote on behalf of my Group . ;635 58 20 3 4 414 1181 638 53 117 125 3639 10 1234 6160 82 124 1077 638 82 4 213 12 4 1890 189 12 4 227 117 5888 31 117 427 118 37 1640 3 5808 12 4 1181 82 1641 12 844 234 26;Madam President , earlier vote of the Commission - not fear I will your in I that about this asked vote on behalf my group to . ;635 58 20 414 1181 12 4 227 638 77 1851 117 125 1234 3 117 31 339 124 314 1181 82 1641 844 596 37 26;1.6463077682162434e-21;1;3
Dazu kam es nicht . ;965 4517 27 315 25;That did not happen . ;1014 823 77 2176 26;Not ;1695;0.008222932846048423;1;1
Ich würde es begrüßen , wenn ich zum Abschluß dieses Geschäftspunktes die Möglichkeit hätte , im Namen meiner Fraktion eine Erklärung zur Abstimmung abzugeben . ;107 594 27 29 14 278 210 587 1009 207 0 16 2327 608 14 73 1676 1712 1011 211 896 222 1190 9905 25;I would appreciate it if , on the close of this item of business , I might be allowed to give an explanation of vote on behalf of my Group . ;117 427 2001 86 121 20 82 4 4602 12 124 3063 12 1160 20 117 673 8 1720 37 477 13 2729 12 1181 82 1641 12 844 234 26;I would welcome if I this on behalf my group of a declaration vote . ;117 427 530 121 117 124 82 1641 844 596 12 35 6509 1181 26;6.719991858824352e-11;1;2
Das ist eine wichtige Angelegenheit . ;157 7 211 1181 557 25;This is an important matter . ;162 28 13 183 1077 26;The is a important matter . ;226 28 35 183 1077 26;0.007209977480478916;1;2
Sie haben mich auch nicht aufgerufen . ;394 95 1290 188 315 2963 25;You did not call me either . ;376 823 77 1957 766 1249 26;They have ;851 113;0.00016491616335713417;2;2
Ich bedauere das , aber die Abstimmung ist durchgeführt worden , die Entscheidung ist gefallen , also lassen wir die Dinge . ;107 5834 15 14 383 16 1190 7 4568 432 14 16 809 7 574 14 720 680 42 16 1105 25;I regret this , but the vote has already been taken and the decision is made so let us leave the matter there . ;117 1620 124 20 322 4 1181 76 271 78 855 53 4 49 28 228 1097 1749 295 2835 4 1077 672 26;I regret that but the vote is been implemented decision is let we . ;117 1620 31 322 4 1181 28 78 2109 49 28 1749 318 26;1.4465212958927822e-10;1;2
Das tut mir leid , Herr Hänsch und Herr Cox . ;157 7512 940 7886 14 53 5935 20 53 6450 25;I am terribly sorry , Mr Hänsch and Mr Cox . ;117 681 6794 2727 20 47 5459 53 47 5922 26;The am sorry Mr Hänsch and Mr Cox . ;226 681 2727 47 5459 53 47 5922 26;0.0010529884452461441;1;1
Ich hatte nicht gesehen , daß Sie ums Wort gebeten hatten . ;107 2441 315 1618 14 30 394 8849 1500 4016 140 25;I did not see you asking to speak . ;117 823 77 1351 448 963 37 1640 26;I not that you . ;117 77 31 448 26;0.0003504093884294643;1;3
Doch die Positionen sind deutlich geworden und werden ins Protokoll aufgenommen . ;1072 16 8093 87 2339 4323 20 115 1392 899 1331 25;Even so , I think the positions are quite clear and they shall be entered in the Minutes . ;1342 1097 20 117 377 4 1317 41 120 72 53 108 331 8 5180 3 4 1843 26;But the become more positions and is to Minutes . ;1846 4 666 65 1317 53 28 37 1843 26;9.102887539144359e-07;1;2
Wenn wir morgen das Protokoll der Sitzung von heute verabschieden , können die Kolleginnen und Kollegen , die der Auffassung sind , daß die Positionen nicht ausreichend klar geworden sind , Änderungen beantragen . ;112 42 530 15 899 5 1634 46 64 5156 14 311 16 56 20 57 14 16 5 1042 87 14 30 16 8093 315 4169 110 4323 87 14 1328 4460 25;When we adopt the Minutes for today s sitting tomorrow , then any Members who think the positions have not been explained clearly enough may ask for amendments . ;660 318 1457 4 1843 61 815 24 698 1182 20 330 452 445 287 377 4 1317 113 77 78 5110 1024 2917 319 708 61 1302 26;If we sitting tomorrow protocol of today are can opinion House , and not that enough positions apply for amendments . ;324 318 698 1182 3923 12 815 41 6 492 1479 20 53 77 31 2917 1317 920 61 1302 26;4.477943425812844e-19;1;2
Ich halte dieses Vorgehen für angemessen . ;107 1115 207 552 32 3735 25;This seems to me to be a workable solution . ;162 602 37 766 37 8 35 14014 212 26;I think ;117 377;4.07118969161699e-06;2;2
Natürlich werden im Protokoll der Sitzung von morgen sämtliche zusätzlichen Erläuterungen berücksichtigt . ;1297 115 73 899 5 1634 46 530 1420 3136 2377 1103 25;Of course , the Minutes for tomorrow s sitting will take into account any additional explanations . ;1601 931 20 4 1843 61 1182 24 698 125 689 847 2179 452 4240 2432 26;Of course will Minutes sitting tomorrow all the additional . ;1601 931 125 1843 698 1182 223 4 4240 26;2.510792967834554e-05;1;2
Herr Cox , Herr Hänsch , sind Sie damit einverstanden ? ;53 6450 14 53 5935 14 87 394 1232 1196 554;Mr Cox , Mr Hänsch , would this be acceptable to you ? ;47 5922 20 47 5459 20 427 124 8 2202 37 448 577;Mr Cox , Mr Hänsch , ? ;47 5922 20 47 5459 20 577;1.3067447329344238e-05;1;2
Frau Präsidentin , wenn aus der Abstimmung einwandfrei hervorgeht , wie meine Fraktion abgestimmt hat , dann werde und kann ich nichts dagegen sagen . ;617 618 14 278 181 5 1190 11492 10010 14 420 836 1011 6900 120 14 569 1165 20 371 210 2482 4305 436 25;Madam President , if the vote records correctly how my Group voted I shall not , and cannot , object to that . ;635 58 20 121 4 1181 6937 3492 431 844 234 3242 117 331 77 20 53 684 20 7291 37 31 26;Madam President if vote exemplary my group exist will and I can nothing against . ;635 58 121 1181 6291 844 596 1637 125 53 117 6 1649 177 26;4.685078223485146e-10;1;4
All dies ist im Sinne der Subsidiarität außerordentlich zu begrüßen . ;902 302 7 73 472 5 4980 288 28 29 25;All of this is in accordance with the principle of subsidiarity and is therefore to be greatly welcomed . ;918 12 124 28 3 265 46 4 463 12 464 53 28 29 37 8 5750 5751 26;All this is subsidiarity welcome extraordinarily . ;918 124 28 464 530 13563 26;1.350825729011636e-05;1;4
Unsere Änderungsanträge aus der ersten Lesung halte ich für sehr zufriedenstellend berücksichtigt . ;4951 1325 181 5 870 2643 1115 210 32 510 3268 1103 25;Our amendments from the first reading have , I believe , been taken into account very satisfactorily . ;833 1302 186 4 457 2467 113 20 117 208 20 78 855 847 2179 372 10777 26;Our amendments from first reading satisfactory . ;833 1302 186 457 2467 3942 26;3.7091339609273555e-06;1;2
Sie wurden übernommen , sinngemäß umgesetzt bzw . sie entfielen , weil die entsprechenden europäischen Regelungen nicht aufgenommen wurden , z . B . ein Sanktionssystem bei Verstößen oder eine komplizierte Blockbildung von Fragenkomplexen . ;394 401 4640 14 0 2225 2286 25 241 0 14 469 16 3027 779 4182 315 1331 401 14 2203 25 1696 25 67 0 228 4336 69 211 8180 0 46 0 25;They have either been accepted or transposed with no change in the substance , or they have been rejected because the corresponding European arrangements have not been included , for example a system of penalties for violations of the rules or a complex classification structure for related groups of questions . ;851 113 1249 78 1304 66 7718 46 740 140 3 4 3427 20 66 108 113 78 828 481 4 2530 193 2265 113 77 78 1945 20 61 912 35 848 12 4146 61 2671 12 4 1905 66 35 2615 3099 1592 61 1769 1054 12 312 26;They was accepted not ;851 834 1304 77;2.645001151198222e-20;2;3
Die monatelange Renovierung hat diesen wichtigen Verkehrsweg zwischen dem Norden und dem Süden Europas abgeschnitten . ;37 0 0 120 313 195 0 192 61 9412 20 61 2338 126 0 25;The renovation project , which lasted for months , cut off this important route between the north and south of Europe . ;226 14910 2643 20 15 20981 61 995 20 750 1005 124 183 3860 201 4 5243 53 2206 12 135 26;The has this important between the North and the South of Europe . ;226 76 124 183 201 4 5255 53 4 3726 12 135 26;1.3373125511930006e-09;1;6
Bitte nicht noch einen weiteren Bereich , in dem wir dann anschließend das Vollzugsdefizit beklagen müssen . ;3216 315 613 232 2043 155 14 4 61 42 569 5973 15 0 3075 317 25;Please let this not be yet another sector where we subsequently have to lament the lack of enforcement . ;6357 1749 124 77 8 418 1941 692 1042 318 3737 113 37 7787 4 2520 12 9024 26;Please not to we then a other the . ;6357 77 37 318 330 35 731 4 26;6.482640908773569e-09;1;4
Frau Präsidentin , zunächst möchte ich Herrn Koch für seinen Bericht danken , der die Verkehrssicherheit zum Thema hat . ;617 618 14 2093 108 210 143 0 32 197 1506 448 14 5 16 4448 587 414 120 25;Madam President , first of all I should like to thank Mr Koch for his report which has , at its heart , the issue of transport safety . ;635 58 20 457 12 223 117 33 118 37 449 47 0 61 706 1132 15 76 20 242 170 6603 20 4 216 12 975 360 26;Madam President would his Mr for report has road safety . ;635 58 427 706 47 61 1132 76 1223 360 26;1.9771486348734763e-10;1;4
