Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.07107778819119025;1;1
Frau Präsidentin , bei der früheren Abstimmung zur Frage des Strategieplans der Kommission - keine Angst , ich werde mich an Ihre Entscheidung in dieser Sache halten - hatte ich darum gebeten , vor der Abstimmung im Namen meiner Fraktion sprechen zu dürfen . ;617 618 14 228 5 2713 1190 222 202 50 0 5 219 625 80 2092 14 210 1165 1290 113 1890 809 4 82 1964 41 625 2441 210 419 4016 14 96 5 1190 73 1676 1712 1011 1562 28 1282 25;Madam President , in the earlier vote - and I will abide by your ruling on this matter - on the question of the strategic plan of the Commission I indicated that I would like to speak in advance of the vote on behalf of my Group . ;635 58 20 3 4 414 1181 638 53 117 125 3639 10 1234 6160 82 124 1077 638 82 4 213 12 4 1890 189 12 4 227 117 5888 31 117 427 118 37 1640 3 5808 12 4 1181 82 1641 12 844 234 26;Madam President , earlier vote of the Commission - asked I fears I decision this matter to group before vote on behalf talk my . ;635 58 20 414 1181 12 4 227 638 314 117 3501 117 49 124 1077 37 596 101 1181 82 1641 4403 844 26;5.961657133780443e-25;1;2
Dazu kam es nicht . ;965 4517 27 315 25;That did not happen . ;1014 823 77 2176 26;. ;26;0.002512562814070352;1;3
Ich würde es begrüßen , wenn ich zum Abschluß dieses Geschäftspunktes die Möglichkeit hätte , im Namen meiner Fraktion eine Erklärung zur Abstimmung abzugeben . ;107 594 27 29 14 278 210 587 1009 207 0 16 2327 608 14 73 1676 1712 1011 211 896 222 1190 9905 25;I would appreciate it if , on the close of this item of business , I might be allowed to give an explanation of vote on behalf of my Group . ;117 427 2001 86 121 20 82 4 4602 12 124 3063 12 1160 20 117 673 8 1720 37 477 13 2729 12 1181 82 1641 12 844 234 26;I would if I this the on behalf my of group declaration vote . ;117 427 121 117 124 4 82 1641 844 12 596 6509 1181 26;1.2774755881822181e-11;1;1
Das ist eine wichtige Angelegenheit . ;157 7 211 1181 557 25;This is an important matter . ;162 28 13 183 1077 26;This is a important matter . ;162 28 35 183 1077 26;0.0049789006691163;1;1
Sie haben mich auch nicht aufgerufen . ;394 95 1290 188 315 2963 25;You did not call me either . ;376 823 77 1957 766 1249 26;It on me called on . ;27 82 766 587 82 26;0.00022518856938028852;1;2
Das tut mir leid , Herr Hänsch und Herr Cox . ;157 7512 940 7886 14 53 5935 20 53 6450 25;I am terribly sorry , Mr Hänsch and Mr Cox . ;117 681 6794 2727 20 47 5459 53 47 5922 26;This am sorry Mr Hänsch and Mr Cox . ;162 681 2727 47 5459 53 47 5922 26;8.224611198146507e-05;1;1
Doch die Positionen sind deutlich geworden und werden ins Protokoll aufgenommen . ;1072 16 8093 87 2339 4323 20 115 1392 899 1331 25;Even so , I think the positions are quite clear and they shall be entered in the Minutes . ;1342 1097 20 117 377 4 1317 41 120 72 53 108 331 8 5180 3 4 1843 26;But the are clear and will be Minutes . ;1846 4 41 72 53 125 8 1843 26;1.6448768260077567e-05;1;1
Ich halte dieses Vorgehen für angemessen . ;107 1115 207 552 32 3735 25;This seems to me to be a workable solution . ;162 602 37 766 37 8 35 14014 212 26;I think to progress this actions . ;117 377 37 81 124 184 26;0.0013314239910478046;1;1
Herr Cox , Herr Hänsch , sind Sie damit einverstanden ? ;53 6450 14 53 5935 14 87 394 1232 1196 554;Mr Cox , Mr Hänsch , would this be acceptable to you ? ;47 5922 20 47 5459 20 427 124 8 2202 37 448 577;Mr Cox , Mr Hänsch , agree ;47 5922 20 47 5459 20 583;0.0006455026864425862;1;1
Wenn Sie festlegen , daß ich keine Erklärung zur Abstimmung abgeben kann , akzeptiere ich das , wenngleich unter Vorbehalt . ;112 394 978 14 30 210 80 896 222 1190 6960 371 14 12690 210 15 14 1055 92 13685 25;If your ruling is that I cannot give an explanation of vote , I accept that but with reservations . ;324 1234 6160 28 31 117 684 477 13 2729 12 1181 20 117 1608 31 322 46 9957 26;If you do not stipulate vote . I accept although . ;324 448 580 77 8956 1181 26 117 1608 671 26;3.606555292054482e-11;1;1
( Das Parlament genehmigt den geänderten Arbeitsplan . ) ;884 157 63 1923 33 4592 5943 25 886;( The order of business was adopted thus amended ) ;900 226 735 12 1160 834 1376 2151 4297 902;( Parliament Minutes were approved the amended ( agenda ) ) ;900 64 1843 114 1472 4 4297 900 1001 902 902;0.0032657001160950314;1;2
All dies ist im Sinne der Subsidiarität außerordentlich zu begrüßen . ;902 302 7 73 472 5 4980 288 28 29 25;All of this is in accordance with the principle of subsidiarity and is therefore to be greatly welcomed . ;918 12 124 28 3 265 46 4 463 12 464 53 28 29 37 8 5750 5751 26;All this is in subsidiarity extremely . ;918 124 28 3 464 475 26;7.85487730388438e-06;1;2
Die monatelange Renovierung hat diesen wichtigen Verkehrsweg zwischen dem Norden und dem Süden Europas abgeschnitten . ;37 0 0 120 313 195 0 192 61 9412 20 61 2338 126 0 25;The renovation project , which lasted for months , cut off this important route between the north and south of Europe . ;226 14910 2643 20 15 20981 61 995 20 750 1005 124 183 3860 201 4 5243 53 2206 12 135 26;The this important between North and the of Europe south . ;226 124 183 201 5255 53 4 12 135 2206 26;1.0390296257374793e-07;1;4
Frau Präsidentin , zunächst möchte ich Herrn Koch für seinen Bericht danken , der die Verkehrssicherheit zum Thema hat . ;617 618 14 2093 108 210 143 0 32 197 1506 448 14 5 16 4448 587 414 120 25;Madam President , first of all I should like to thank Mr Koch for his report which has , at its heart , the issue of transport safety . ;635 58 20 457 12 223 117 33 118 37 449 47 0 61 706 1132 15 76 20 242 170 6603 20 4 216 12 975 360 26;I Madam President , first of all would like thank Mr for his report ;117 635 58 20 457 12 223 427 118 449 47 61 706 1132;1.9689948151800453e-10;2;2
Ich beglückwünsche ihn zu seinem ausgezeichneten Bericht . ;107 6687 2384 28 1161 6210 1506 25;I congratulate him on his excellent report . ;117 1335 2247 82 706 2308 1132 26;I congratulate Airbus it euros his excellent report . ;117 1335 15077 86 6593 706 2308 1132 26;0.0004177813601749841;1;1
Initiativen zur Erhöhung der Verkehrssicherheit werden jederzeit von meiner Fraktion unterstützt . ;535 222 5525 5 4448 115 3551 46 1712 1011 1598 25;When it comes to safety my Group will always support any initiatives to improve transport safety . ;660 86 1076 37 360 844 234 125 768 133 452 560 37 533 975 360 26;Initiatives to road safety either at any time group will be support my . ;23065 37 1223 360 1249 242 452 398 596 125 8 133 844 26;7.807661817262732e-07;1;2
Wie die jüngsten Ereignisse zeigen , gibt es in diesem Bereich noch sehr viel zu tun . ;282 16 8002 3869 3888 14 1385 27 4 137 155 613 510 303 28 800 25;We still have a lot of work to do in this area as recent events have proved . ;40 639 113 35 2414 12 231 37 580 3 124 160 21 2019 4177 113 5853 26;As the latest events this area do very . ;292 4 7350 4177 124 160 580 372 26;2.654313001725258e-08;1;2
Frau Präsidentin , gestatten Sie mir einige Bemerkungen . ;617 618 14 6885 394 940 146 3775 25;Madam President , I would like to make a few comments . ;635 58 20 117 427 118 37 119 35 1730 1334 26;Madam President , ;635 58 20;0.0001645882872079998;2;2
In gewissem Sinne bedauere ich das . ;437 8327 472 5834 210 15 25;This is a pity , in a sense . ;162 28 35 4584 20 3 35 1166 26;In sense , certain I regret . ;451 1166 20 394 117 1620 26;0.0010838404582744047;1;1
Das halte ich ebenso wie die Umsetzung für wichtig . Natürlich gibt es gute Gründe , weshalb wir diesem Problem besondere Aufmerksamkeit widmen müssen . ;157 1115 210 44 420 16 52 32 1047 25 1297 1385 27 2066 1623 14 1993 42 137 116 1900 1018 2917 317 25;This is important , but so is enforcement and there are , of course , a number of reasons why we need to pay particular attention to this . ;162 28 183 20 322 1097 28 9024 53 672 41 20 12 931 20 35 868 12 1375 710 318 789 37 2375 438 410 37 124 26;I This as much of is important . some , good for course reasons why we attention particular devote this issue . ;117 162 21 781 12 28 183 26 149 20 30 61 931 1375 710 318 410 438 5412 124 216 26;1.9814544899821315e-14;1;2
Kurzum , ein ernstes Problem . ;7071 14 67 2965 116 25;In short , the issue is an important one . ;451 906 20 4 216 28 13 183 413 26;In short , serious problem . ;451 906 20 860 123 26;0.005159429137511592;1;1
Die Umsetzung ist gegenwärtig insbesondere in kleinen Betrieben mit Schwierigkeiten verbunden , denn sie können sich eine solche Stelle nicht leisten . ;37 52 7 980 185 4 1016 8616 131 1060 3981 14 568 241 311 180 211 866 4162 315 1961 25;There will be major problems with enforcing this rule at present , especially with smaller companies , as these cannot afford safety advisors . ;1363 125 8 1020 388 46 13718 124 3300 242 153 20 944 46 1874 1434 20 21 84 684 5469 360 25173 26;The , strategy small problems because can a . ;226 20 1272 1021 388 481 6 35 26;7.465665334454017e-12;1;2
Gefordert werden deshalb auch die Erfassung dieser Aktivitäten in Form von Jahresberichten oder Betriebsanalysen und eventuell die Einbeziehung in die Zertifizierung nach ISO 9002 . ;9601 115 1520 188 16 5427 82 2573 4 2154 46 0 69 0 20 5135 16 1847 4 16 13448 147 0 0 25;It is therefore also being requested that ISO 9002 certificates possibly include the finer details of these activities in the form of annual reports and company analyses . ;27 28 29 342 313 4412 31 26348 0 10358 4075 584 4 0 1423 12 84 2068 3 4 524 12 4229 4386 53 3312 4961 26;are therefore the these in form of or and perhaps in ;41 29 4 84 3 524 12 66 53 704 3;4.092483774679868e-14;2;5
Die eigentliche Arbeit ist getan , nun geht es um die Umsetzung . ;37 9272 223 7 3144 14 349 417 27 390 16 52 25;The work is done . All that remains is the business of enforcement . ;226 231 28 460 26 918 31 1318 28 4 1160 12 9024 26;The real work has been now . ;226 1982 231 76 78 362 26;1.5517751769283948e-07;1;1
Die ständig zunehmende Menge an Gütern , die durch Europa befördert werden , stellt offen oder versteckt eine Gefahr für das Personal und die Gesellschaft dar . ;37 3826 6191 1386 113 8758 14 16 189 365 7612 115 14 2762 674 69 0 211 1606 32 15 1936 20 16 423 2422 25;The ever increasing volume of goods passing through Europe entails all kinds of risks , known and unknown , for employees and the social environment . ;226 790 1190 7004 12 3921 6011 751 135 8177 223 4293 12 1562 20 1937 53 13051 20 61 305 53 4 2253 1459 26;The increasing amount of goods Europe great deal , pose is or threat for staff and society . ;226 1190 169 12 3921 135 320 321 20 10297 28 66 1588 61 4013 53 2502 26;3.751075622853313e-10;1;2
Allerdings scheint das nicht machbar zu sein . ;1765 583 15 315 9848 28 1035 25;This , however , does not seem feasible . ;162 20 693 20 456 77 2632 3708 26;However , not think be achievable . ;843 20 77 377 8 8015 26;2.4486825077992076e-05;1;2
Ich möchte nur wenige Anmerkungen machen . ;107 108 8 2213 3930 397 25;I should like to make just a few comments . ;117 33 118 37 119 340 35 1730 1334 26;I would like just a few . ;117 427 118 340 35 1730 26;0.0001092227465590468;1;2
Das ist jetzt nicht allein die Schuld der Kommission , aber ich glaube , daß wir rascher reagieren müssen , um hier auch zu einer Harmonisierung zu kommen . ;157 7 949 315 1791 16 9281 5 219 14 383 210 209 14 30 42 12272 5612 317 14 390 531 188 28 456 4567 28 1374 25;This is not just the fault of the Commission , but I believe that we need to take action more quickly so as to achieve harmonisation in this area as well . ;162 28 77 340 4 3614 12 4 227 20 322 117 208 31 318 789 37 689 188 65 1865 1097 21 37 646 4003 3 124 160 21 22 26;This is now not entirely fault Commission but I believe that we to ;162 28 362 77 3018 3614 227 322 117 208 31 318 37;5.054600652490301e-13;2;1
Ich bin grundsätzlich der Meinung , daß wir in vielen Verkehrsbereichen erhöhte Flexibilität und länderweise Regelungen anstreben sollten . ;107 675 1464 5 1057 14 30 42 4 2094 0 15845 4594 20 0 4182 5990 1614 25;In principle , I believe that in many cases where transport is concerned we should be working towards increased flexibility and country-specific rules . ;451 463 20 117 208 31 3 812 1148 1042 975 28 42 318 33 8 2225 144 2104 1029 53 0 1905 26;I am that we many flexibility and rules . ;117 681 31 318 812 1029 53 1905 26;7.013489578284905e-09;1;2
Der dritte Punkt wurde auch schon erwähnt . ;376 4150 1065 412 188 2047 1722 25;My third point has also been mentioned already . ;1933 1508 1089 76 342 78 546 271 26;The third point has been . ;226 1508 1089 76 78 26;0.003375115672160452;1;2
Aber ich glaube , daß wir alles unternehmen sollten , um den Transport gefährlicher Güter so gering wie möglich zu halten , und zwar in allen Ländern , ob Transitländer oder nicht . ;1559 210 209 14 30 42 406 559 1614 14 390 33 8757 1413 6171 208 6516 420 13 28 41 14 20 843 4 216 727 14 1469 0 69 315 25;But I believe that we should do all we can to keep the transport of dangerous goods to a minimum , in all countries , whether they are transit countries or not . ;1846 117 208 31 318 33 580 223 318 6 37 1585 4 975 12 1453 3921 37 35 2732 20 3 223 715 20 1142 108 41 5263 715 66 77 26;But I believe that we to transport of dangerous goods are keep as so as possible and in all countries be it or not . ;1846 117 208 31 318 37 975 12 1453 3921 41 1585 21 1097 21 209 53 3 223 715 8 86 66 77 26;1.0567923610175713e-15;1;5
Deshalb muß geprüft werden , wie die Anforderungen zur Gewährleistung eines Maximums an Sicherheit noch optimiert werden können . ;1010 334 6083 115 14 420 16 3162 222 3416 11 0 113 17 613 0 115 311 25;Therefore , we will have to see how the requirements guaranteeing the maximum degree of safety can be further improved . ;939 20 318 125 113 37 1351 431 4 1244 2691 4 6462 1864 12 360 6 8 2180 3174 26;Therefore must by examined the requirements guaranteeing of a to security . ;939 347 10 4822 4 1244 2691 12 35 37 17 26;5.4156950025458927e-11;1;2
Abschließend möchte ich sagen , daß es um die Sicherheit bei allen Transportarten geht . ;1949 108 210 436 14 30 27 390 16 17 228 216 0 417 25;Finally , I would like to say that we have to consider safety in all types of transport . ;2428 20 117 427 118 37 471 31 318 113 37 109 360 3 223 6065 12 975 26;I Finally wants to that ;117 2428 1090 37 31;1.581117968466796e-08;4;2
Ich will zum Ausdruck bringen , daß die Sicherheit ein vorrangiges Ziel der Kommission ist . ;107 236 587 811 633 14 30 16 17 67 16616 1502 5 219 7 25;But I would like to say that safety is a priority objective for the Commission . ;1846 117 427 118 37 471 31 360 28 35 1824 392 61 4 227 26;I that the choose area priority objective of the Commission . ;117 31 4 3484 160 1824 392 12 4 227 26;1.7033432385426722e-07;1;2
Ich möchte nochmals allen Rednern und ganz besonders dem Berichterstatter , Herrn Koch , meinen Dank sagen . ;107 108 409 216 11115 20 109 525 61 1302 14 143 0 14 1321 925 436 25;I would like to repeat my appreciation to all the speakers and especially to the rapporteur , Mr Koch . ;117 427 118 37 966 844 11143 37 223 4 4941 53 944 37 4 1287 20 47 0 26;I would like all again particularly speakers and the rapporteur , Mr , you . ;117 427 118 223 1301 480 4941 53 4 1287 20 47 20 448 26;1.269957361419084e-09;1;2
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.2852803609567986;1;2
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow at 12 noon . ;226 1181 125 689 1182 242 173 4163 26;0.0004034187839292816;1;5
