Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.05528663906222663;1;4
Wir wollen ja an sich keinen Streit mit der Kommission , sondern wir sind der Meinung , wenn es eben geht , müssen Kommission und Parlament einen gemeinsamen Weg gehen . ;129 90 529 113 180 1174 2128 131 5 219 14 326 42 87 5 1057 14 278 27 1229 417 14 317 219 20 63 232 267 1037 692 25;After all , we do not wish to quarrel with the Commission if at all possible , we believe that the Commission and Parliament need to tread the same path . ;1629 223 20 318 580 77 92 37 22057 46 4 227 121 242 223 209 20 318 208 31 4 227 53 64 789 37 15435 4 962 4338 26;We want in under any over with Commission , but we if the Commission and Parliament common . ;40 738 3 1007 452 96 46 227 20 322 318 121 4 227 53 64 274 26;1.814434817950097e-22;1;2
Aber wir als Parlament sind auch der Kontrolleur der Kommission . Und nicht alles , was von der Kommission kommt , muß unsere Meinung sein . ;1559 42 354 63 87 188 5 0 5 219 25 972 315 406 14 184 46 5 219 1078 14 334 151 1057 1035 25;However , we in Parliament also have a supervisory role with regard to the Commission and we do not have to agree with everything which comes out of the Commission . ;843 20 318 3 64 342 113 35 5377 157 46 345 37 4 227 53 318 580 77 113 37 583 46 2046 15 1076 1073 12 4 227 26;And . ;1393 26;6.066482277588653e-18;1;2
Deswegen ist es unsere Empfehlung - und mein Eindruck ist , daß die Kommission auch aufgeschlossen ist für diesen Gedanken - , daß wir im Februar die Debatte über das langfristige Programm der Kommission bis zum Jahre 2005 führen - ich hoffe , die Kommission wird sich bis dahin auch auf ein Programm verständigen , das sie uns vorschlagen wird - , und daß wir gleichzeitig im Februar auch die Debatte über das Legislativprogramm der Kommission für das Jahr 2000 führen . ;6163 7 27 151 2898 625 20 1459 2351 7 14 30 16 219 188 7070 7 32 313 1542 625 14 30 42 73 5150 16 619 153 15 6473 158 5 219 162 587 385 5081 269 625 210 1845 14 16 219 139 180 162 2763 188 9 67 158 12417 14 15 241 285 2206 139 625 14 20 30 42 593 73 5150 188 16 619 153 15 18291 5 219 32 15 105 1360 269 25;That is why we would recommend - and it is my impression that the Commission is also open to this idea - that we hold the debate on the Commission s long-term programme up to the year 2005 in February - and I hope that the Commission will agree on a programme before then which it will propose to us - and that , at the same time , in February we also hold the debate on the Commission s legislative programme for the year 2000 . ;1014 28 710 318 427 9246 638 53 86 28 844 2219 31 4 227 28 342 1068 37 124 2012 638 31 318 2926 4 269 82 4 227 24 2227 163 890 37 4 1013 4697 3 2307 638 53 117 136 31 4 227 125 583 82 35 163 101 330 15 86 125 2879 37 295 638 53 31 20 242 4 962 398 20 3 2307 318 342 2926 4 269 82 4 227 24 2171 163 61 4 1013 1340 26;Therefore is our recommendation - and my impression is that the Commission to highlight is for this , that we our of the 2005 - I hope hitherto a they proposing and we also debate on the Commission for 2000 . ;939 28 154 3798 638 53 844 2219 28 31 4 227 37 5646 28 61 124 20 31 318 154 12 4 4697 638 117 136 2566 35 108 2089 53 318 342 269 82 4 227 61 1340 26;1.1991784062260056e-62;1;2
Es ist also auch ein vernünftiger sachlicher Zusammenhang , der uns rät , die Debatte über beide Programme gemeinsam zu führen . ;416 7 720 188 67 6435 0 931 14 5 285 0 14 16 619 153 2769 1342 2731 28 269 25;The fact that the subjects are connected also suggests that we should hold the debate on both programmes together . ;226 531 31 4 994 41 4207 342 1189 31 318 33 2926 4 269 82 593 1325 991 26;It is a reasonable link , debate on . ;27 28 35 2509 1206 20 269 82 26;5.846711070042819e-16;1;2
Deswegen lehnt meine Fraktion den Vorschlag der Sozialistischen Fraktion entschieden ab ! ;6163 4833 836 1011 33 233 5 1561 1011 874 922 58;That is why my Group firmly rejects the proposal made by the Socialist Group . ;1014 28 710 844 234 2672 8108 4 240 228 10 4 1540 234 26;Therefore with the proposal Socialist Group firmly ! ;939 46 4 240 1540 234 2672 713;1.1554930225237602e-09;1;1
( Beifall von der PPE-DE-Fraktion ) ;884 885 46 5 11305 886;( Applause from the PPE-DE Group ) ;900 901 186 4 3686 234 902;( Applause by the PPE-DE Group ) ;900 901 10 4 3686 234 902;0.014789377684971848;1;4
( Das Parlament lehnt den Antrag ab . ) Die Präsidentin . ;884 157 63 4833 33 1667 922 25 886 37 618 25;( Parliament rejected the request ) President . ;900 64 828 4 1833 902 58 26;Parliament rejected . ) The two ;64 828 26 902 226 386;3.475518169111301e-05;1;2
Zum Mittwoch liegt mir noch ein weiterer Antrag betreffend die mündliche Anfrage über die Kapitalsteuer vor . ;1099 5936 644 940 613 67 3892 1667 1685 16 7057 2552 153 16 0 96 25;Still on the subject of Wednesday s sitting , I have another proposal regarding the oral question on capital tax . ;7414 82 4 2254 12 5460 24 698 20 117 113 1941 240 678 4 5928 213 82 652 601 26;Wednesday is a further request oral question . ;5460 28 35 2180 1833 5928 213 26;4.61718575629262e-12;1;4
Die PPE/DE-Fraktion beantragt , diesen Punkt von der Tagesordnung abzusetzen . ;37 0 6139 14 313 1065 46 5 1002 0 25;The PPE-DE Group is requesting that this item be taken off the agenda . ;226 3686 234 28 5396 31 124 3063 8 855 1005 4 1001 26;The . ;226 26;4.3175923127877724e-07;1;5
Möchte jemand den Antrag im Namen der Fraktion begründen ? ;0 2042 33 1667 73 1676 5 1011 1669 554;Is there a member who wishes to speak on behalf of this Group to propose this ? ;1638 672 35 4246 287 1639 37 1640 82 1641 12 124 234 37 2879 124 577;speak behalf in the on behalf group of this proposal ? ;1640 1641 3 4 82 1641 596 12 124 240 577;2.2248077364968994e-08;1;2
Es gibt auch Beschlüsse gegen eine solche Steuer . ;416 1385 188 363 280 211 866 586 25;Decisions have also been adopted against a tax of this kind . ;14388 113 342 78 1376 177 35 601 12 124 2563 26;also decisions such tax . ;342 441 972 601 26;2.024770222861733e-09;1;1
Vielen Dank , Herr Poettering . ;924 925 14 53 848 25;Thank you , Mr Poettering . ;447 448 20 47 867 26;Thank you , Mr Poettering . ;447 448 20 47 867 26;0.005786288990591299;1;1
Wir kommen nun zu Herrn Wurtz , der gegen den Antrag spricht . ;129 1374 349 28 143 1652 14 5 280 33 1667 2694 25;We shall now hear Mr Wurtz speaking against this request . ;40 331 362 2728 47 1622 1645 177 124 1833 26;We shall Mr Wurtz , the is speaking application . ;40 331 47 1622 20 4 28 1645 2985 26;2.1024363003489256e-07;1;2
Frau Präsidentin , ich möchte zunächst darauf hinweisen , daß das , was Herr Poettering da sagt , nicht ganz logisch ist . ;617 618 14 210 108 2093 561 1249 14 30 15 14 184 53 848 104 4421 14 315 109 6445 7 25;Madam President , I would firstly like to point out Mr Poettering s lack of logic . ;635 58 20 117 427 1399 118 37 1089 1073 47 867 24 2520 12 2718 26;Madam President , I would like first point out that the what Mr Poettering not logical is . ;635 58 20 117 427 118 457 1089 1073 31 4 467 47 867 77 4511 28 26;1.7221464110731242e-13;1;2
Zum einen belehrt er die Sozialdemokratische Fraktion , weil diese eine ganz klare und eindeutige Entscheidung der Konferenz der Präsidenten in Frage stellt . Und nun tut er genau dasselbe . ;1099 232 0 700 16 17880 1011 14 469 127 211 109 3076 20 2264 809 5 1123 5 3258 4 202 2762 25 972 349 7512 700 3585 4049 25;He has just been preaching to the Group of the Party of European Socialists because they went back on a decision taken in a perfectly clear manner at the Conference of Presidents , and now he is doing just the same . ;703 76 340 78 0 37 4 234 12 4 827 12 193 4925 481 108 3731 424 82 35 49 855 3 35 1518 72 3188 242 4 474 12 6761 20 53 362 711 28 951 340 4 962 26;he Socialist Group , because unambiguous whole clear and Presidents in . well he . ;711 1540 234 20 481 16489 567 72 53 6761 3 26 22 711 26;2.611074503227783e-22;1;3
Wir haben diskutiert , wir waren uns einig , nur die EVP-Fraktion und die Liberalen nicht . ;129 95 933 14 42 819 285 2930 14 8 16 7303 20 16 1592 315 25;We discussed that matter and we were unanimous , with the exception of the PPE and ELDR Groups . ;40 945 31 1077 53 318 114 5978 20 46 4 3952 12 4 6514 53 5924 6352 26;We have discussed we agree just Group People Party ( Christian Democrats ) European Democrats and Liberals . ;40 113 945 318 583 340 234 3418 827 900 888 787 902 193 787 53 5896 26;1.827325729047002e-11;1;3
Und ich hatte noch darauf hingewiesen , die anderen Präsidentenkollegen werden sich noch daran erinnern , daß es nicht darum geht , ob man für oder gegen die Tobin-Steuer ist , sondern darum , ob wir bereit sind , uns anzuhören , was die Kommission und der Rat davon halten . ;972 210 2441 613 561 1651 14 16 1242 0 115 180 613 941 888 14 30 27 315 419 417 14 1469 201 32 69 280 16 13189 7 14 326 419 14 1469 42 2519 87 14 285 11607 14 184 16 219 20 5 377 921 41 25;As my fellow chairmen will recall , I even mentioned that it was not a matter of knowing whether one was for or against the Tobin tax , but of whether one dared to hear what the Commission and the Council thought of it . ;292 844 1960 6277 125 904 20 117 976 546 31 86 834 77 35 1077 12 13031 1142 413 834 61 66 177 4 625 601 20 322 12 1142 413 18280 37 2728 467 4 227 53 4 143 865 12 86 26;And I had other will that not whether is but whether we are prepared do what Commission and the Council was . ;1393 117 442 731 125 31 77 1142 28 322 1142 318 41 4053 580 467 227 53 4 143 834 26;6.501186473579186e-35;1;3
Das ist nicht zuviel verlangt . ;157 7 315 5782 6806 25;It is not a lot to ask . ;27 28 77 35 2414 37 708 26;This is not . ;162 28 77 26;0.0007091343386761078;1;2
Wir stimmen jetzt über den Antrag der PPE/DE-Fraktion ab , die mündliche Anfrage über die Kapitalsteuer von der Tagesordnung abzusetzen . ;129 2276 949 153 33 1667 5 0 922 14 16 7057 2552 153 16 0 46 5 1002 0 25;We shall proceed to vote on the PPE-DE Group s request that the oral question regarding the capital tax be withdrawn from the agenda . ;40 331 4497 37 1181 82 4 3686 234 24 1833 31 4 5928 213 678 4 652 601 8 2411 186 4 1001 26;We now proposal to oral question of . ;40 362 240 37 5928 213 12 26;1.5153929044283707e-15;1;5
Frau Präsidentin , ich möchte Herrn Poettering für das Rühren der Werbetrommel zugunsten dieser Aussprache danken . ;617 618 14 210 108 143 848 32 15 0 5 0 2664 82 262 448 25;Madam President , I would like to thank Mr Poettering for advertising this debate . ;635 58 20 117 427 118 37 449 47 867 61 6581 124 269 26;Madam President , I would like Poettering for in favour this debate . ;635 58 20 117 427 118 867 61 3 1015 124 269 26;1.6833075134732244e-10;1;2
Vielen Dank . ;924 925 25;Thank you very much . ;447 448 372 781 26;Thank you . ;447 448 26;0.2838463531095694;1;1
Frau Präsidentin ! Ist meine Stimme mitgezählt worden ? ;617 618 58 1734 836 5403 0 432 554;Madam President , has my vote been counted ? ;635 58 20 76 844 1181 78 12396 577;Madam President , is what ? ;635 58 20 28 467 577;0.000512970874905841;1;4
Ich konnte sie nämlich nicht elektronisch abgeben , weil ich die Karte nicht habe . ;107 8174 241 681 315 16552 6960 14 469 210 16 9259 315 284 25;I was unable to vote electronically , since I do not have a card . ;117 834 2633 37 1181 20798 20 107 117 580 77 113 35 1157 26;I could electronically making statement because I not in card . ;117 461 20798 998 571 481 117 77 3 1157 26;4.434345205191036e-10;1;2
Ich habe dafür gestimmt . ;107 284 938 2908 25;My vote was in favour . ;1933 1181 834 3 1015 26;I in voted . ;117 3 3242 26;0.006192164058797215;1;2
In der Tat , wenn man die beiden Mitglieder , die sich gemeldet haben hinzuzählt , dann ergibt sich als Ergebnis . . . ;437 5 88 14 278 201 16 1116 1117 14 16 180 4873 95 0 14 569 5162 180 354 1164 25 25 25;Indeed , if we add the two Members who have declared themselves , then the result of the vote would be . . . . ;1485 20 121 318 2310 4 386 445 287 113 6297 2941 20 330 4 1291 12 4 1181 427 8 26 26 26 26;In fact , , two have Millennium Goals two . . ;451 531 20 20 386 113 16035 22974 386 26 26;1.1887144145978053e-16;1;5
Frau Präsidentin , bei der früheren Abstimmung zur Frage des Strategieplans der Kommission - keine Angst , ich werde mich an Ihre Entscheidung in dieser Sache halten - hatte ich darum gebeten , vor der Abstimmung im Namen meiner Fraktion sprechen zu dürfen . ;617 618 14 228 5 2713 1190 222 202 50 0 5 219 625 80 2092 14 210 1165 1290 113 1890 809 4 82 1964 41 625 2441 210 419 4016 14 96 5 1190 73 1676 1712 1011 1562 28 1282 25;Madam President , in the earlier vote - and I will abide by your ruling on this matter - on the question of the strategic plan of the Commission I indicated that I would like to speak in advance of the vote on behalf of my Group . ;635 58 20 3 4 414 1181 638 53 117 125 3639 10 1234 6160 82 124 1077 638 82 4 213 12 4 1890 189 12 4 227 117 5888 31 117 427 118 37 1640 3 5808 12 4 1181 82 1641 12 844 234 26;Madam President , of the - fear your I asked to on behalf my group talk to . ;635 58 20 12 4 638 1851 1234 117 314 37 82 1641 844 596 4403 37 26;3.634393561791461e-31;1;2
Dazu kam es nicht . ;965 4517 27 315 25;That did not happen . ;1014 823 77 2176 26;not . ;77 26;0.0004499394469436464;1;3
Ich würde es begrüßen , wenn ich zum Abschluß dieses Geschäftspunktes die Möglichkeit hätte , im Namen meiner Fraktion eine Erklärung zur Abstimmung abzugeben . ;107 594 27 29 14 278 210 587 1009 207 0 16 2327 608 14 73 1676 1712 1011 211 896 222 1190 9905 25;I would appreciate it if , on the close of this item of business , I might be allowed to give an explanation of vote on behalf of my Group . ;117 427 2001 86 121 20 82 4 4602 12 124 3063 12 1160 20 117 673 8 1720 37 477 13 2729 12 1181 82 1641 12 844 234 26;I would if I concluded of this the on behalf my group vote of . ;117 427 121 117 5178 12 124 4 82 1641 844 596 1181 12 26;2.3244359081486447e-17;1;1
Das ist eine wichtige Angelegenheit . ;157 7 211 1181 557 25;This is an important matter . ;162 28 13 183 1077 26;This is a important matter . ;162 28 35 183 1077 26;0.0005291955898196479;1;1
Frau Präsidentin ! Ich will die Debatte nicht wieder aufnehmen , aber ich hatte mich auch gemeldet , um zu dem Antrag von Herrn Barón Crespo Stellung zu nehmen . ;617 618 58 107 236 16 619 315 91 3263 14 383 210 2441 1290 188 4873 14 390 28 61 1667 46 143 7589 7590 1796 28 659 25;Madam President , I do not wish to reopen the debate , but I had also asked for the floor , to comment on Mr Barón Crespo s motion . ;635 58 20 117 580 77 92 37 10935 4 269 20 322 117 442 342 314 61 4 3547 20 37 1487 82 47 6990 6991 24 1370 26;Madam President , I the debate to but I had also to the Mr Barón Crespo position on s . ;635 58 20 117 4 269 37 322 117 442 342 37 4 47 6990 6991 707 82 24 26;4.5022379876129506e-20;1;2
Sie haben mich auch nicht aufgerufen . ;394 95 1290 188 315 2963 25;You did not call me either . ;376 823 77 1957 766 1249 26;They have . ;851 113 26;6.668967424385302e-05;1;2
Ich bedauere das , aber die Abstimmung ist durchgeführt worden , die Entscheidung ist gefallen , also lassen wir die Dinge . ;107 5834 15 14 383 16 1190 7 4568 432 14 16 809 7 574 14 720 680 42 16 1105 25;I regret this , but the vote has already been taken and the decision is made so let us leave the matter there . ;117 1620 124 20 322 4 1181 76 271 78 855 53 4 49 28 228 1097 1749 295 2835 4 1077 672 26;I regret but the vote is is so we . ;117 1620 322 4 1181 28 28 1097 318 26;3.2448635079259452e-15;1;2
Das tut mir leid , Herr Hänsch und Herr Cox . ;157 7512 940 7886 14 53 5935 20 53 6450 25;I am terribly sorry , Mr Hänsch and Mr Cox . ;117 681 6794 2727 20 47 5459 53 47 5922 26;This am sorry Mr Hänsch and Mr Cox . ;162 681 2727 47 5459 53 47 5922 26;1.178375927993166e-07;1;1
Doch die Positionen sind deutlich geworden und werden ins Protokoll aufgenommen . ;1072 16 8093 87 2339 4323 20 115 1392 899 1331 25;Even so , I think the positions are quite clear and they shall be entered in the Minutes . ;1342 1097 20 117 377 4 1317 41 120 72 53 108 331 8 5180 3 4 1843 26;But the are and will on to . ;1846 4 41 53 125 82 37 26;9.597472302173238e-08;1;2
